,address,price
4765,425 ryan rd,2350.0
4766,"3 br, 1 bath house - 1223 s state st unit #2",1700.0
4767,3310 creek dr,1600.0
4768,526 packard st,2796.0
4769,3510 burbank dr,1700.0
4770,"6 br, 3 bath house - 1213 prospect st",4695.0
4771,"2 br, 2.5 bath house - 3144 turnberry",1750.0
4772,110 hill st,1250.0
4773,1201 white st,4400.0
4774,3210 mc comb st,1500.0
4775,1127 church st,2050.0
4776,1901 s zeeb rd,1800.0
4777,616 susan dr,2000.0
4778,2425 foxway dr,2800.0
4779,"3324 bluett rd, ann arbor, mi 48105",2750.0
4780,"1904 geddes ave, ann arbor, mi 48104",4050.0
4781,"916 s main st, ann arbor, mi 48104",4350.0
4782,"802 arch st, ann arbor, mi 48104",3300.0
4783,"708 dewey ave, ann arbor, mi 48104",3750.0
4784,"536 s forest ave, ann arbor, mi 48104",1599.0
4785,"536 s forest ave, ann arbor, mi 48104",1629.0
4786,"536 s forest ave, ann arbor, mi 48104",1119.0
4787,"536 s forest ave, ann arbor, mi 48104",
4788,"536 s forest ave, ann arbor, mi 48104",
4789,"536 s forest ave, ann arbor, mi 48104",
4790,"536 s forest ave, ann arbor, mi 48104",
4791,"536 s forest ave, ann arbor, mi 48104",
4792,"536 s forest ave, ann arbor, mi 48104",
4793,"536 s forest ave, ann arbor, mi 48104",
4794,"214 n 5th ave, ann arbor, mi 48104",4100.0
4795,"1245 astor ave, ann arbor, mi 48104",1377.0
4796,"1245 astor ave, ann arbor, mi 48104",1492.0
4797,"1245 astor ave, ann arbor, mi 48104",1410.0
4798,"1245 astor ave, ann arbor, mi 48104",1460.0
4799,"1245 astor ave, ann arbor, mi 48104",1540.0
4800,"1245 astor ave, ann arbor, mi 48104",1720.0
4801,"1245 astor ave, ann arbor, mi 48104",1965.0
4802,"1245 astor ave, ann arbor, mi 48104",
4803,"544 n state st, ann arbor, mi 48104",4250.0
4804,"502 catherine st, ann arbor, mi 48104",4900.0
4805,"800 lawrence st, ann arbor, mi 48104",1350.0
4806,"800 lawrence st, ann arbor, mi 48104",1900.0
4807,"800 lawrence st, ann arbor, mi 48104",1900.0
4808,"701 catherine st, ann arbor, mi 48104",5700.0
4809,"511 linden st, ann arbor, mi 48104",4000.0
4810,"2025 huron pkwy, ann arbor, mi 48104",1375.0
4811,"2025 huron pkwy, ann arbor, mi 48104",1275.0
4812,"2025 huron pkwy, ann arbor, mi 48104",1450.0
4813,"205 s state st, ann arbor, mi 48104",2245.0
4814,"205 s state st, ann arbor, mi 48104",1195.0
4815,"205 s state st, ann arbor, mi 48104",845.0
4816,"205 s state st, ann arbor, mi 48104",2995.0
4817,"205 s state st, ann arbor, mi 48104",1095.0
4818,"205 s state st, ann arbor, mi 48104",795.0
4819,"2505 miller ave, ann arbor, mi 48103",1622.0
4820,"2505 miller ave, ann arbor, mi 48103",1550.0
4821,"2505 miller ave, ann arbor, mi 48103",1700.0
4822,"3400 nixon road, ann arbor, mi 48105",1488.0
4823,"3400 nixon road, ann arbor, mi 48105",1506.0
4824,"3400 nixon road, ann arbor, mi 48105",1686.0
4825,"3400 nixon road, ann arbor, mi 48105",1923.0
4826,"3400 nixon road, ann arbor, mi 48105",2023.0
4827,"3400 nixon road, ann arbor, mi 48105",2736.0
4828,"1700 geddes ave, ann arbor, mi 48104",650.0
4829,"1700 geddes ave, ann arbor, mi 48104",2650.0
4830,"507 elm st., ann arbor, mi 48104",4500.0
4831,"2041-2047 jackson ave., ann arbor, mi 48103",1050.0
4832,"2041-2047 jackson ave., ann arbor, mi 48103",1050.0
4833,"524 s 4th ave, ann arbor, mi 48104",3600.0
4834,"1103 w huron st 3, ann arbor, mi 48103",1365.0
4835,"1352 wilmot ct #1, ann arbor, mi 48104",925.0
4836,"1213 prospect st, ann arbor, mi 48104",4195.0
4837,"736 s state st, ann arbor, mi 48104",2975.0
4838,"736 s state st, ann arbor, mi 48104",
4839,"736 s state st, ann arbor, mi 48104",
4840,"1407 morton avenue, ann arbor, mi 48104",4350.0
4841,"533 elizabeth st, ann arbor, mi 48104",599.0
4842,"1537 packard street, ann arbor, mi 48104",4140.0
4843,"537 elizabeth st 1, ann arbor, mi 48104",1395.0
4844,"406 montgomery avenue, ann arbor, mi 48103",1290.0
4845,"1917 lindsay lane, ann arbor, mi 48104",2800.0
4846,"1352 wilmot ct, ann arbor, mi 48104",925.0
4847,"1352 wilmot ct, ann arbor, mi 48104",985.0
4848,"1352 wilmot ct, ann arbor, mi 48104",
4849,"1317 wilmot st, ann arbor, mi 48104",1880.0
4850,"1317 wilmot st, ann arbor, mi 48104",1920.0
4851,"1317 wilmot st, ann arbor, mi 48104",
4852,"1317 wilmot st, ann arbor, mi 48104",
4853,"1317 wilmot st, ann arbor, mi 48104",
4854,"736 s forest ave, ann arbor, mi 48104",1035.0
4855,"736 s forest ave, ann arbor, mi 48104",
4856,"736 s forest ave, ann arbor, mi 48104",
4857,"736 s forest ave, ann arbor, mi 48104",
4858,"736 s forest ave, ann arbor, mi 48104",
4859,"732 s forest ave, ann arbor, mi 48104",930.0
4860,"732 s forest ave, ann arbor, mi 48104",930.0
4861,"732 s forest ave, ann arbor, mi 48104",1217.0
4862,"732 s forest ave, ann arbor, mi 48104",1105.0
4863,"732 s forest ave, ann arbor, mi 48104",
4864,"732 s forest ave, ann arbor, mi 48104",
4865,"732 s forest ave, ann arbor, mi 48104",
4866,"732 s forest ave, ann arbor, mi 48104",
4867,"311 thompson st, ann arbor, mi 48104",990.0
4868,"311 thompson st, ann arbor, mi 48104",955.0
4869,"311 thompson st, ann arbor, mi 48104",1040.0
4870,"311 thompson st, ann arbor, mi 48104",995.0
4871,"311 thompson st, ann arbor, mi 48104",1107.0
4872,"311 thompson st, ann arbor, mi 48104",992.0
4873,"311 thompson st, ann arbor, mi 48104",
4874,"311 thompson st, ann arbor, mi 48104",
4875,"311 thompson st, ann arbor, mi 48104",
4876,"306 thompson st, ann arbor, mi 48104",935.0
4877,"306 thompson st, ann arbor, mi 48104",1067.0
4878,"306 thompson st, ann arbor, mi 48104",1087.0
4879,"306 thompson st, ann arbor, mi 48104",1495.0
4880,"306 thompson st, ann arbor, mi 48104",
4881,"1600 packard st, ann arbor, mi 48104",1550.0
4882,"1600 packard st, ann arbor, mi 48104",1550.0
4883,"1600 packard st, ann arbor, mi 48104",1720.0
4884,"1600 packard st, ann arbor, mi 48104",1600.0
4885,"1600 packard st, ann arbor, mi 48104",2100.0
4886,"1600 packard st, ann arbor, mi 48104",2175.0
4887,"1600 packard st, ann arbor, mi 48104",
4888,"1127 church st, ann arbor, mi 48104",1175.0
4889,"1127 church st, ann arbor, mi 48104",2100.0
4890,"1127 church st, ann arbor, mi 48104",2050.0
4891,"1127 church st, ann arbor, mi 48104",
4892,"907 e huron st, ann arbor, mi 48104",2995.0
4893,"907 e huron st, ann arbor, mi 48104",
4894,"417 arbana dr, ann arbor, mi 48103",2850.0
4895,"133 hill st, ann arbor, mi 48104",5850.0
4896,"133 hill st, ann arbor, mi 48104",
4897,"133 hill st, ann arbor, mi 48104",
4898,"1210 w stadium blvd, ann arbor, mi 48103",1237.0
4899,"1210 w stadium blvd, ann arbor, mi 48103",
4900,"1210 w stadium blvd, ann arbor, mi 48103",
4901,"301 nob hill ct, ann arbor, mi 48103",1135.0
4902,"301 nob hill ct, ann arbor, mi 48103",
4903,"301 nob hill ct, ann arbor, mi 48103",
4904,"301 nob hill ct, ann arbor, mi 48103",
4905,"301 nob hill ct, ann arbor, mi 48103",
4906,"301 nob hill ct, ann arbor, mi 48103",
4907,"301 nob hill ct, ann arbor, mi 48103",
4908,"2001 huron pkwy apt 6, ann arbor, mi 48104",985.0
4909,"2001 huron pkwy apt 6, ann arbor, mi 48104",1155.0
4910,"2001 huron pkwy apt 6, ann arbor, mi 48104",1155.0
4911,"2001 huron pkwy apt 6, ann arbor, mi 48104",1195.0
4912,"2001 huron pkwy apt 6, ann arbor, mi 48104",1195.0
4913,"2001 huron pkwy apt 6, ann arbor, mi 48104",
4914,"2001 huron pkwy apt 6, ann arbor, mi 48104",
4915,"307 thompson st, ann arbor, mi 48104",999.0
4916,"307 thompson st, ann arbor, mi 48104",999.0
4917,"307 thompson st, ann arbor, mi 48104",999.0
4918,"307 thompson st, ann arbor, mi 48104",999.0
4919,"307 thompson st, ann arbor, mi 48104",999.0
4920,"307 thompson st, ann arbor, mi 48104",999.0
4921,"307 thompson st, ann arbor, mi 48104",999.0
4922,"307 thompson st, ann arbor, mi 48104",999.0
4923,"307 thompson st, ann arbor, mi 48104",
4924,"307 thompson st, ann arbor, mi 48104",
4925,"307 thompson st, ann arbor, mi 48104",
4926,"307 thompson st, ann arbor, mi 48104",
4927,"307 thompson st, ann arbor, mi 48104",
4928,"307 thompson st, ann arbor, mi 48104",
4929,"307 thompson st, ann arbor, mi 48104",
4930,"307 thompson st, ann arbor, mi 48104",
4931,"307 thompson st, ann arbor, mi 48104",
4932,"307 thompson st, ann arbor, mi 48104",
4933,"307 thompson st, ann arbor, mi 48104",
4934,"307 thompson st, ann arbor, mi 48104",
4935,"307 thompson st, ann arbor, mi 48104",
4936,"307 thompson st, ann arbor, mi 48104",
4937,"307 thompson st, ann arbor, mi 48104",
4938,"307 thompson st, ann arbor, mi 48104",
4939,"307 thompson st, ann arbor, mi 48104",
4940,"307 thompson st, ann arbor, mi 48104",
4941,"307 thompson st, ann arbor, mi 48104",
4942,"307 thompson st, ann arbor, mi 48104",
4943,"307 thompson st, ann arbor, mi 48104",
4944,"307 thompson st, ann arbor, mi 48104",
4945,"307 thompson st, ann arbor, mi 48104",
4946,"307 thompson st, ann arbor, mi 48104",
4947,"307 thompson st, ann arbor, mi 48104",
4948,"307 thompson st, ann arbor, mi 48104",
4949,"307 thompson st, ann arbor, mi 48104",
4950,"307 thompson st, ann arbor, mi 48104",
4951,"307 thompson st, ann arbor, mi 48104",
4952,"307 thompson st, ann arbor, mi 48104",
4953,"307 thompson st, ann arbor, mi 48104",
4954,"307 thompson st, ann arbor, mi 48104",
4955,"307 thompson st, ann arbor, mi 48104",
4956,"307 thompson st, ann arbor, mi 48104",
4957,"307 thompson st, ann arbor, mi 48104",
4958,"307 thompson st, ann arbor, mi 48104",
4959,"307 thompson st, ann arbor, mi 48104",
4960,"307 thompson st, ann arbor, mi 48104",
4961,"307 thompson st, ann arbor, mi 48104",
4962,"307 thompson st, ann arbor, mi 48104",
4963,"307 thompson st, ann arbor, mi 48104",
4964,"333 s division st apt 6, ann arbor, mi 48104",1350.0
4965,"333 s division st apt 5, ann arbor, mi 48104",1290.0
4966,"1514 golden ave, ann arbor, mi 48104",1600.0
4967,"1514 golden ave, ann arbor, mi 48104",
4968,"1514 golden ave, ann arbor, mi 48104",
4969,"1003 packard st, ann arbor, mi 48104",2100.0
4970,"212 n 5th ave, ann arbor, mi 48104",3250.0
4971,"401 w hoover ave, ann arbor, mi 48103",1250.0
4972,"401 w hoover ave, ann arbor, mi 48103",1500.0
4973,"401 w hoover ave, ann arbor, mi 48103",1925.0
4974,"401 w hoover ave, ann arbor, mi 48103",1950.0
4975,"921 mary st, ann arbor, mi 48104",1425.0
4976,"921 mary st, ann arbor, mi 48104",1800.0
4977,"921 mary st, ann arbor, mi 48104",
4978,"123 allen dr, ann arbor, mi 48103",1200.0
4979,"123 allen dr, ann arbor, mi 48103",
4980,"426 hill st, ann arbor, mi 48104",4200.0
4981,"931 dewey ave, ann arbor, mi 48104",975.0
4982,"1109 elder blvd, ann arbor, mi 48103",1395.0
4983,"1109 elder blvd, ann arbor, mi 48103",
4984,"1114 prospect st, ann arbor, mi 48104",3850.0
4985,"1114 prospect st, ann arbor, mi 48104",4200.0
4986,"1113 elder blvd, ann arbor, mi 48103",1100.0
4987,"315 n thayer st, ann arbor, mi 48104",1250.0
4988,"315 n thayer st, ann arbor, mi 48104",1600.0
4989,"315 n thayer st, ann arbor, mi 48104",1700.0
4990,"315 n thayer st, ann arbor, mi 48104",2525.0
4991,"315 n thayer st, ann arbor, mi 48104",
4992,"1427 broadway st, ann arbor, mi 48105",3000.0
4993,"1427 broadway st, ann arbor, mi 48105",
4994,"1427 broadway st, ann arbor, mi 48105",
4995,"1417 broadway st, ann arbor, mi 48105",3100.0
4996,"1417 broadway st, ann arbor, mi 48105",
4997,"1417 broadway st, ann arbor, mi 48105",
4998,"215 buena vista ave, ann arbor, mi 48103",2500.0
4999,"800 lawrence st, ann arbor, mi 48104",3400.0
5000,"127 fieldcrest st apt 201, ann arbor, mi 48103",1200.0
5001,"321 s division st, ann arbor, mi 48104",905.0
5002,"321 s division st, ann arbor, mi 48104",
5003,"321 s division st, ann arbor, mi 48104",
5004,"321 s division st, ann arbor, mi 48104",
5005,"321 s division st, ann arbor, mi 48104",
5006,"321 s division st, ann arbor, mi 48104",
5007,"321 e ann st, ann arbor, mi 48104",1750.0
5008,"1228 white st, ann arbor, mi 48104",4200.0
5009,"1315 s state st, ann arbor, mi 48104",4950.0
5010,"109 glen ave # 2, ann arbor, mi 48104",4200.0
5011,"733 oakland ave, ann arbor, mi 48104",
5012,"733 oakland ave, ann arbor, mi 48104",
5013,"733 oakland ave, ann arbor, mi 48104",
5014,"733 oakland ave, ann arbor, mi 48104",
5015,"537 s 4th ave apt 2, ann arbor, mi 48104",1495.0
5016,"3029 charing cross rd, ann arbor, mi 48108",1800.0
5017,"1116 s forest ave, ann arbor, mi 48104",5800.0
5018,"324 e jefferson st, ann arbor, mi 48104",1025.0
5019,"324 e jefferson st, ann arbor, mi 48104",1295.0
5020,"324 e jefferson st, ann arbor, mi 48104",1695.0
5021,"324 e jefferson st, ann arbor, mi 48104",
5022,"324 e jefferson st, ann arbor, mi 48104",
5023,"324 e jefferson st, ann arbor, mi 48104",
5024,"1052 baldwin ave, ann arbor, mi 48104",550.0
5025,"1052 baldwin ave, ann arbor, mi 48104",550.0
5026,"1052 baldwin ave, ann arbor, mi 48104",550.0
5027,"1052 baldwin ave, ann arbor, mi 48104",550.0
5028,"1052 baldwin ave, ann arbor, mi 48104",650.0
5029,"1052 baldwin ave, ann arbor, mi 48104",650.0
5030,"1052 baldwin ave, ann arbor, mi 48104",
5031,"1052 baldwin ave, ann arbor, mi 48104",
5032,"1052 baldwin ave, ann arbor, mi 48104",
5033,"1052 baldwin ave, ann arbor, mi 48104",
5034,"1052 baldwin ave, ann arbor, mi 48104",
5035,"1052 baldwin ave, ann arbor, mi 48104",
5036,"1052 baldwin ave, ann arbor, mi 48104",
5037,"1052 baldwin ave, ann arbor, mi 48104",
5038,"1052 baldwin ave, ann arbor, mi 48104",
5039,"930 woodlawn ave, ann arbor, mi 48104",3000.0
5040,"1310 packard st, ann arbor, mi 48104",1075.0
5041,"1310 packard st, ann arbor, mi 48104",1100.0
5042,"1310 packard st, ann arbor, mi 48104",
5043,"1310 packard st, ann arbor, mi 48104",
5044,"1310 packard st, ann arbor, mi 48104",
5045,"1310 packard st, ann arbor, mi 48104",
5046,"1378 heatherwood ln, ann arbor, mi 48108",1550.0
5047,"1425 e park pl, ann arbor, mi 48104",2350.0
5048,"1441 s state st, ann arbor, mi 48104",4200.0
5049,"3593 oakwood st, ann arbor, mi 48104",1750.0
5050,"555 e william st, ann arbor, mi 48104",1700.0
5051,"555 e william st, ann arbor, mi 48104",1300.0
5052,"555 e william st, ann arbor, mi 48104",
5053,"555 e william st, ann arbor, mi 48104",
5054,"555 e william st, ann arbor, mi 48104",
5055,"914 woodlawn ave, ann arbor, mi 48104",2400.0
5056,"914 woodlawn ave, ann arbor, mi 48104",2800.0
5057,"914 woodlawn ave, ann arbor, mi 48104",5200.0
5058,"800 sylvan ave, ann arbor, mi 48104",2800.0
5059,"336 s division st, ann arbor, mi 48104",700.0
5060,"336 s division st, ann arbor, mi 48104",700.0
5061,"336 s division st, ann arbor, mi 48104",750.0
5062,"336 s division st, ann arbor, mi 48104",
5063,"336 s division st, ann arbor, mi 48104",
5064,"336 s division st, ann arbor, mi 48104",
5065,"336 s division st, ann arbor, mi 48104",
5066,"336 s division st, ann arbor, mi 48104",
5067,"321 pauline blvd, ann arbor, mi 48103",2400.0
5068,"301 potter ave, ann arbor, mi 48103",1500.0
5069,"301 potter ave, ann arbor, mi 48103",
5070,"200 n ingalls st, ann arbor, mi 48104",2500.0
5071,"200 n ingalls st, ann arbor, mi 48104",3500.0
5072,"200 n ingalls st, ann arbor, mi 48104",6000.0
5073,"1303 granger ave # 5, ann arbor, mi 48104",1330.0
5074,"1039 n main st, ann arbor, mi 48104",2500.0
5075,"1035 n main st, ann arbor, mi 48104",2400.0
5076,"1000 e ann st apt 4, ann arbor, mi 48104",2000.0
5077,"1000 e ann st apt 3, ann arbor, mi 48104",2700.0
5078,"930 mary st, ann arbor, mi 48104",3000.0
5079,"922 s state st apt 5, ann arbor, mi 48104",975.0
5080,"922 s state st apt 3, ann arbor, mi 48104",1275.0
5081,"922 s state st apt 2, ann arbor, mi 48104",1320.0
5082,"916 sybil st apt 1, ann arbor, mi 48104",4125.0
5083,"911 oakland ave apt 3, ann arbor, mi 48104",1400.0
5084,"908 oakland ave apt 302, ann arbor, mi 48104",1350.0
5085,"908 oakland ave apt 301, ann arbor, mi 48104",1400.0
5086,"815 lawrence st apt 2, ann arbor, mi 48104",4200.0
5087,"812 brown st, ann arbor, mi 48104",3900.0
5088,"726 s main st # 2, ann arbor, mi 48104",1600.0
5089,"808 brown st apt 4, ann arbor, mi 48104",1730.0
5090,"713 e kingsley st apt 3, ann arbor, mi 48104",1250.0
5091,"625 n 4th ave frnt # 1, ann arbor, mi 48104",1300.0
5092,"603 catherine st apt 5, ann arbor, mi 48104",1450.0
5093,"603 catherine st apt 4, ann arbor, mi 48104",1275.0
5094,"516 n state st # 1, ann arbor, mi 48104",2060.0
5095,"522 detroit st # 1, ann arbor, mi 48104",2400.0
5096,"514 e kingsley st apt 2, ann arbor, mi 48104",3300.0
5097,"510 benjamin st rm a, ann arbor, mi 48104",600.0
5098,"508 packard st, ann arbor, mi 48104",4350.0
5099,"508 lawrence st apt 4, ann arbor, mi 48104",990.0
5100,"508 lawrence st apt 3, ann arbor, mi 48104",3900.0
5101,"504 lawrence st # 2, ann arbor, mi 48104",4000.0
5102,"503 elm st apt 1, ann arbor, mi 48104",4800.0
5103,"500 packard st apt 3, ann arbor, mi 48104",3600.0
5104,"419 n ingalls st, ann arbor, mi 48104",3750.0
5105,"416 e huron st # 1, ann arbor, mi 48104",1600.0
5106,"414 lawrence st apt 6, ann arbor, mi 48104",1150.0
5107,"414 lawrence st apt 3, ann arbor, mi 48104",1650.0
5108,"414 lawrence st apt 1, ann arbor, mi 48104",1900.0
5109,"403 n state st # 1, ann arbor, mi 48104",3200.0
5110,"401 lawrence st apt 4, ann arbor, mi 48104",1060.0
5111,"333 s division st apt 1, ann arbor, mi 48104",1350.0
5112,"309 e jefferson st apt 2, ann arbor, mi 48104",4500.0
5113,"331 s division st, ann arbor, mi 48104",1800.0
5114,"220 w ann st apt 2, ann arbor, mi 48104",1450.0
5115,"220 w ann st apt 1, ann arbor, mi 48104",1500.0
5116,"214 n 1st st # 2, ann arbor, mi 48104",2540.0
5117,"210 n 1st st, ann arbor, mi 48104",3200.0
5118,"209 n ashley st apt 3, ann arbor, mi 48104",1350.0
5119,"203 koch ave, ann arbor, mi 48103",3600.0
5120,"201 n ashley st # 2, ann arbor, mi 48104",1650.0
5121,"121 glen ave apt 2, ann arbor, mi 48104",4200.0
5122,"537 elizabeth st, ann arbor, mi 48104",1395.0
5123,"537 elizabeth st, ann arbor, mi 48104",
5124,"533 elizabeth st, ann arbor, mi 48104",599.0
5125,"533 elizabeth st, ann arbor, mi 48104",677.0
5126,"529 elizabeth st, ann arbor, mi 48104",774.0
5127,"432 s division st, ann arbor, mi 48104",900.0
5128,"432 s division st, ann arbor, mi 48104",970.0
5129,"432 s division st, ann arbor, mi 48104",
5130,"432 s division st, ann arbor, mi 48104",
5131,"432 s division st, ann arbor, mi 48104",
5132,"1321 wilmot st, ann arbor, mi 48104",1155.0
5133,"1321 wilmot st, ann arbor, mi 48104",
5134,"1321 wilmot st, ann arbor, mi 48104",
5135,"1321 wilmot st, ann arbor, mi 48104",
5136,"1321 wilmot st, ann arbor, mi 48104",
5137,"1321 wilmot st, ann arbor, mi 48104",
5138,"1321 wilmot st, ann arbor, mi 48104",
5139,"1321 wilmot st, ann arbor, mi 48104",
5140,"1321 wilmot st, ann arbor, mi 48104",
5141,"1020 w huron st, ann arbor, mi 48103",740.0
5142,"1020 w huron st, ann arbor, mi 48103",865.0
5143,"1020 w huron st, ann arbor, mi 48103",915.0
5144,"1020 w huron st, ann arbor, mi 48103",
5145,"1020 w huron st, ann arbor, mi 48103",
5146,"1020 w huron st, ann arbor, mi 48103",
5147,"1020 w huron st, ann arbor, mi 48103",
5148,"1020 w huron st, ann arbor, mi 48103",
5149,"1020 w huron st, ann arbor, mi 48103",
5150,"1015 packard st, ann arbor, mi 48104",1500.0
5151,"1015 packard st, ann arbor, mi 48104",
5152,"1015 packard st, ann arbor, mi 48104",
5153,"1015 packard st, ann arbor, mi 48104",
5154,"1015 packard st, ann arbor, mi 48104",
5155,"934 woodlawn ave, ann arbor, mi 48104",2900.0
5156,"929 s division st, ann arbor, mi 48104",1005.0
5157,"929 s division st, ann arbor, mi 48104",915.0
5158,"929 s division st, ann arbor, mi 48104",
5159,"929 s division st, ann arbor, mi 48104",
5160,"929 s division st, ann arbor, mi 48104",
5161,"820 e ann st, ann arbor, mi 48104",1005.0
5162,"820 e ann st, ann arbor, mi 48104",
5163,"820 e ann st, ann arbor, mi 48104",
5164,"820 e ann st, ann arbor, mi 48104",
5165,"815 e ann st, ann arbor, mi 48104",965.0
5166,"815 e ann st, ann arbor, mi 48104",
5167,"815 e ann st, ann arbor, mi 48104",
5168,"815 e ann st, ann arbor, mi 48104",
5169,"815 e ann st, ann arbor, mi 48104",
5170,"815 e ann st, ann arbor, mi 48104",
5171,"805 e huron st, ann arbor, mi 48104",2500.0
5172,"805 e huron st, ann arbor, mi 48104",
5173,"805 e huron st, ann arbor, mi 48104",
5174,"805 e huron st, ann arbor, mi 48104",
5175,"804 monroe st, ann arbor, mi 48104",895.0
5176,"804 monroe st, ann arbor, mi 48104",880.0
5177,"804 monroe st, ann arbor, mi 48104",980.0
5178,"804 monroe st, ann arbor, mi 48104",980.0
5179,"804 monroe st, ann arbor, mi 48104",
5180,"804 monroe st, ann arbor, mi 48104",
5181,"804 monroe st, ann arbor, mi 48104",
5182,"711 e ann st, ann arbor, mi 48104",905.0
5183,"711 e ann st, ann arbor, mi 48104",
5184,"711 e ann st, ann arbor, mi 48104",
5185,"711 e ann st, ann arbor, mi 48104",
5186,"711 e ann st, ann arbor, mi 48104",
5187,"608 w washington st, ann arbor, mi 48103",1080.0
5188,"608 w washington st, ann arbor, mi 48103",
5189,"608 w washington st, ann arbor, mi 48103",
5190,"608 w washington st, ann arbor, mi 48103",
5191,"602 catherine st, ann arbor, mi 48104",905.0
5192,"602 catherine st, ann arbor, mi 48104",
5193,"602 catherine st, ann arbor, mi 48104",
5194,"602 catherine st, ann arbor, mi 48104",
5195,"602 catherine st, ann arbor, mi 48104",
5196,"602 catherine st, ann arbor, mi 48104",
5197,"426 s division st, ann arbor, mi 48104",965.0
5198,"426 s division st, ann arbor, mi 48104",
5199,"426 s division st, ann arbor, mi 48104",
5200,"426 s division st, ann arbor, mi 48104",
5201,"410 n state st, ann arbor, mi 48104",960.0
5202,"410 n state st, ann arbor, mi 48104",
5203,"410 n state st, ann arbor, mi 48104",
5204,"410 n state st, ann arbor, mi 48104",
5205,"410 n state st, ann arbor, mi 48104",
5206,"410 n state st, ann arbor, mi 48104",
5207,"410 n state st, ann arbor, mi 48104",
5208,"410 n state st, ann arbor, mi 48104",
5209,"410 n state st, ann arbor, mi 48104",
5210,"410 n state st, ann arbor, mi 48104",
5211,"324 thompson st, ann arbor, mi 48104",1100.0
5212,"324 thompson st, ann arbor, mi 48104",
5213,"324 thompson st, ann arbor, mi 48104",
5214,"324 thompson st, ann arbor, mi 48104",
5215,"324 thompson st, ann arbor, mi 48104",
5216,"333 packard st, ann arbor, mi 48104",1015.0
5217,"333 packard st, ann arbor, mi 48104",
5218,"333 packard st, ann arbor, mi 48104",
5219,"333 packard st, ann arbor, mi 48104",
5220,"318 e jefferson st, ann arbor, mi 48104",890.0
5221,"318 e jefferson st, ann arbor, mi 48104",1130.0
5222,"318 e jefferson st, ann arbor, mi 48104",1200.0
5223,"318 e jefferson st, ann arbor, mi 48104",
5224,"318 e jefferson st, ann arbor, mi 48104",
5225,"308 packard st, ann arbor, mi 48104",905.0
5226,"308 packard st, ann arbor, mi 48104",
5227,"308 packard st, ann arbor, mi 48104",
5228,"308 packard st, ann arbor, mi 48104",
5229,"308 packard st, ann arbor, mi 48104",
5230,"308 packard st, ann arbor, mi 48104",
5231,"308 packard st, ann arbor, mi 48104",
5232,"308 packard st, ann arbor, mi 48104",
5233,"221 n 1st st, ann arbor, mi 48104",1900.0
5234,"127 n state st, ann arbor, mi 48104",1130.0
5235,"127 n state st, ann arbor, mi 48104",
5236,"127 n state st, ann arbor, mi 48104",
5237,"127 n state st, ann arbor, mi 48104",
5238,"123 n state st, ann arbor, mi 48104",940.0
5239,"123 n state st, ann arbor, mi 48104",1000.0
5240,"123 n state st, ann arbor, mi 48104",
5241,"123 n state st, ann arbor, mi 48104",
5242,"123 n state st, ann arbor, mi 48104",
5243,"302 e madison st, ann arbor, mi 48104",4350.0
5244,"2310 pinecrest ave, ann arbor, mi 48104",2000.0
5245,"310 beakes st, ann arbor, mi 48104",1500.0
5246,"310 beakes st, ann arbor, mi 48104",
5247,"607 hill st, ann arbor, mi 48104",1130.0
5248,"607 hill st, ann arbor, mi 48104",
5249,"607 hill st, ann arbor, mi 48104",
5250,"607 hill st, ann arbor, mi 48104",
5251,"607 hill st, ann arbor, mi 48104",
5252,"607 hill st, ann arbor, mi 48104",
5253,"607 hill st, ann arbor, mi 48104",
5254,"736 packard st, ann arbor, mi 48104",1050.0
5255,"736 packard st, ann arbor, mi 48104",
5256,"736 packard st, ann arbor, mi 48104",
5257,"125 w. hoover, ann arbor, mi 48103",1085.0
5258,"125 w. hoover, ann arbor, mi 48103",1085.0
5259,"125 w. hoover, ann arbor, mi 48103",1115.0
5260,"125 w. hoover, ann arbor, mi 48103",1085.0
5261,"125 w. hoover, ann arbor, mi 48103",1070.0
5262,"125 w. hoover, ann arbor, mi 48103",1070.0
5263,"125 w. hoover, ann arbor, mi 48103",1085.0
5264,"125 w. hoover, ann arbor, mi 48103",1115.0
5265,"125 w. hoover, ann arbor, mi 48103",1070.0
5266,"125 w. hoover, ann arbor, mi 48103",1115.0
5267,"125 w. hoover, ann arbor, mi 48103",1115.0
5268,"125 w. hoover, ann arbor, mi 48103",
5269,"125 w. hoover, ann arbor, mi 48103",
5270,"125 w. hoover, ann arbor, mi 48103",
5271,"125 w. hoover, ann arbor, mi 48103",
5272,"125 w. hoover, ann arbor, mi 48103",
5273,"125 w. hoover, ann arbor, mi 48103",
5274,"125 w. hoover, ann arbor, mi 48103",
5275,"125 w. hoover, ann arbor, mi 48103",
5276,"125 w. hoover, ann arbor, mi 48103",
5277,"125 w. hoover, ann arbor, mi 48103",
5278,"125 w. hoover, ann arbor, mi 48103",
5279,"125 w. hoover, ann arbor, mi 48103",
5280,"125 w. hoover, ann arbor, mi 48103",
5281,"125 w. hoover, ann arbor, mi 48103",
5282,"125 w. hoover, ann arbor, mi 48103",
5283,"125 w. hoover, ann arbor, mi 48103",
5284,"125 w. hoover, ann arbor, mi 48103",
5285,"125 w. hoover, ann arbor, mi 48103",
5286,"125 w. hoover, ann arbor, mi 48103",
