,address,price,Latitude,Longitude
1722,403 south fifth avenue apt. 1,2150.0,NaN,NaN
1723,2973 west clark rd,1299.0,NaN,NaN
1725,2201 glencoe hills drive,1109.0,NaN,NaN
1727,1550 brookfield,1579.0,NaN,NaN
1730,1984 traver rd,1369.0,NaN,NaN
1731,955 sumpter road,1100.0,NaN,NaN
1732,2973 west clark rd.,1299.0,NaN,NaN
1733,2960 birch hollow dr,1209.0,NaN,NaN
1736,2820 windwood,1644.0,NaN,NaN
1737,1993 arbor woods blvd,1299.0,NaN,NaN
1738,201 s. first st.,2405.0,NaN,NaN
1739,1751 cass lake front st,950.0,NaN,NaN
1740,1550 brookfield,1549.0,NaN,NaN
1741,1315 oak valley dr,1315.0,NaN,NaN
1742,140 lauff drive,1030.0,NaN,NaN
1743,201 s. 1st street,2385.0,NaN,NaN
1745,2501 keystone ln,840.0,NaN,NaN
1747,2501 keystone ln,840.0,NaN,NaN
1748,2501 keystone ln,1040.0,NaN,NaN
1749,2501 keystone ln,1040.0,NaN,NaN
1750,1984 traver rd,1219.0,NaN,NaN
1751,1980 pauline boulevard,1309.0,NaN,NaN
1752,1550 brookfield dr,1359.0,NaN,NaN
1753,1355 s. winter st.,680.0,NaN,NaN
1754,2960 international drive,1019.0,NaN,NaN
1757,2960 birch hollow dr,1039.0,NaN,NaN
1762,1984 traver rd,1219.0,NaN,NaN
1763,16000 silver parkway,1345.0,NaN,NaN
1764,459 village green blvd,1349.0,NaN,NaN
1765,2911 bynan dr.,909.0,NaN,NaN
1766,3400 nixon rd,2724.0,NaN,NaN
1768,3400 nixon rd,2003.0,NaN,NaN
1769,3400 nixon rd,1903.0,NaN,NaN
1770,3400 nixon rd,1581.0,NaN,NaN
1771,3400 nixon rd,1486.0,NaN,NaN
1772,3400 nixon rd,1471.0,NaN,NaN
1779,16000 silver parkway,1345.0,NaN,NaN
1780,2960 birch hollow dr,1009.0,NaN,NaN
1781,140 lauff,1040.0,NaN,NaN
1783,3100 s. winter st.,815.0,NaN,NaN
1786,539 packard,4250.0,NaN,NaN
1790,201 e madison st,3345.0,NaN,NaN
1792,140 lauff drive,970.0,NaN,NaN
1793,2960 birch hollow dr,1029.0,NaN,NaN
1794,1021 north rd. #d3,600.0,NaN,NaN
1796,2973 west clark rd,999.0,NaN,NaN
1797,2973 west clark rd,1299.0,NaN,NaN
1798,1980 pauline boulevard,1209.0,NaN,NaN
1800,1245 astor,1670.0,NaN,NaN
1801,2200 fuller ct,1880.0,NaN,NaN
1802,401 s. highlander way,878.0,NaN,NaN
1803,39 menlo park,15900.0,NaN,NaN
1804,2911 bynan dr.,969.0,NaN,NaN
1805,210 n thayer st.,4500.0,NaN,NaN
1806,212 stevens drive,918.0,NaN,NaN
1807,1004 s main,3400.0,NaN,NaN
1813,510 north center street,900.0,NaN,NaN
1814,525 west highland rd,1029.0,NaN,NaN
1815,2911 bynan,969.0,NaN,NaN
1816,518 e william st,2395.0,NaN,NaN
1817,1863 collins ct.,999.0,NaN,NaN
1819,1840 collins ct,999.0,NaN,NaN
1820,1837 davis st.,999.0,NaN,NaN
1821,2044 mcdivitt ct.,1364.0,NaN,NaN
1822,3265 boardwalk drive,1530.0,NaN,NaN
1823,2973 west clark rd.,1149.0,NaN,NaN
1824,2973 west clark rd,1299.0,NaN,NaN
1826,416 s. 5th avenue,2190.0,NaN,NaN
1827,396 west delhi,1580.0,NaN,NaN
1828,396/398 west delhi,1580.0,NaN,NaN
1829,396/398 west delhi,1580.0,NaN,NaN
1831,396/398 west delhi,1580.0,NaN,NaN
1832,396/398 west delhi,1580.0,NaN,NaN
1835,258 plymouth road,1190.0,NaN,NaN
1836,155 lake village dr,1587.0,NaN,NaN
1837,414 s division st,1295.0,NaN,NaN
1839,2224 golfside drive,1076.0,NaN,NaN
1840,2224 golfside drive,989.0,NaN,NaN
1841,2973 west clark rd,999.0,NaN,NaN
1842,2820 windwood,1675.0,NaN,NaN
1844,101 lake village,1491.0,NaN,NaN
1845,101 lake village,1284.0,NaN,NaN
1848,2820 windwood,1644.0,NaN,NaN
1851,2973 west clark,1299.0,NaN,NaN
1852,101 lake village,1507.0,NaN,NaN
1856,2502 packard st,1450.0,NaN,NaN
1857,101 lake village,1289.0,NaN,NaN
1858,101 lake village,1587.0,NaN,NaN
1859,700 miller,2400.0,NaN,NaN
1860,24 s. normal st,950.0,NaN,NaN
1861,1315 oak valley drive,1245.0,NaN,NaN
1862,275 harbor way,1499.0,NaN,NaN
1863,2820 windwood,1483.0,NaN,NaN
1866,2820 windwood,1675.0,NaN,NaN
1867,3089 woodland hills dr,1249.0,NaN,NaN
1868,321 williamsen dr,1075.0,NaN,NaN
1869,2224 golfside drive,1076.0,NaN,NaN
1870,2224 golfside drive,989.0,NaN,NaN
1871,2820 windwood,1483.0,NaN,NaN
1872,101 lake village,1507.0,NaN,NaN
1873,16000 silver parkway,1345.0,NaN,NaN
1874,1863 collins ct.,999.0,NaN,NaN
1875,1840 collins ct,999.0,NaN,NaN
1876,1837 davis st.,999.0,NaN,NaN
1877,3100 s. winter st.,825.0,NaN,NaN
1878,2044 mcdivitt ct.,1364.0,NaN,NaN
1879,3089 woodland hills dr,1249.0,NaN,NaN
1880,525 west highland rd,1029.0,NaN,NaN
1882,3100 s. winter st.,775.0,NaN,NaN
1883,22250 swan rd,777.0,NaN,NaN
1885,2820 windwood,1644.0,NaN,NaN
1889,3089 woodland hills dr,1269.0,NaN,NaN
1891,1315 oak valley drive,1315.0,NaN,NaN
1894,1984 traver rd,1369.0,NaN,NaN
1895,2911 bynan dr,909.0,NaN,NaN
1898,1984 traver rd,1489.0,NaN,NaN
1901,2820 windwood,1483.0,NaN,NaN
1902,1984 traver rd,1084.0,NaN,NaN
1903,1315 oak valley drive,1425.0,NaN,NaN
1906,275 harbor way,1449.0,NaN,NaN
1907,2500 lakeshore blvd,1150.0,NaN,NaN
1908,2501 keystone ln,1040.0,NaN,NaN
1909,2501 keystone ln,1040.0,NaN,NaN
1910,2501 keystone ln,840.0,NaN,NaN
1911,2501 keystone ln,840.0,NaN,NaN
1913,3089 woodland hills dr,849.0,NaN,NaN
1914,27883 independence st,925.0,NaN,NaN
1915,2500 lakeshore blvd,1100.0,NaN,NaN
1916,2960 birch hollow dr,1039.0,NaN,NaN
1917,2500 lakeshore blvd,1050.0,NaN,NaN
1918,2820 windwood,1483.0,NaN,NaN
1921,2500 lakeshore blvd,890.0,NaN,NaN
1922,275 harbor way,1399.0,NaN,NaN
1923,3050 birch hollow dr,1150.0,NaN,NaN
1924,2500 lakeshore blvd,850.0,NaN,NaN
1925,2500 lakeshore blvd,860.0,NaN,NaN
1929,140 lauff drive,1030.0,NaN,NaN
1930,1315 oak valley dr,1323.0,NaN,NaN
1935,275 harbor way,1499.0,NaN,NaN
1936,3089 woodland hills dr,849.0,NaN,NaN
1937,3089 woodland hills dr,959.0,NaN,NaN
1938,140 lauff drive,1040.0,NaN,NaN
1939,401 s. highlander way,1143.0,NaN,NaN
1940,1550 brookfield dr,1359.0,NaN,NaN
1942,2960 birch hollow dr,999.0,NaN,NaN
1943,2960 birch hollow dr,969.0,NaN,NaN
1946,525 west highland rd,1029.0,NaN,NaN
1948,3089 woodland hills dr,1249.0,NaN,NaN
1950,1315 oak valley drive,1315.0,NaN,NaN
1953,2353 twin lakes dr apt 2a,959.0,NaN,NaN
1954,2911 bynan dr.,819.0,NaN,NaN
1955,101 lake village,1507.0,NaN,NaN
1956,2820 windwood,1644.0,NaN,NaN
1957,5800 benson dr,759.0,NaN,NaN
1961,1505 natalie lane,1225.0,NaN,NaN
1963,140 lauff drive,970.0,NaN,NaN
1964,3089 woodland hills dr,1249.0,NaN,NaN
1965,2960 international drive,899.0,NaN,NaN
1968,1315 oak valley dr,1323.0,NaN,NaN
1969,1245 astor,1892.0,NaN,NaN
1970,1863 collins ct.,999.0,NaN,NaN
1971,275 harbor way,1399.0,NaN,NaN
1972,1840 collins ct,999.0,41.677758799250036,-72.89118627791828
1973,1837 davis st.,999.0,NaN,NaN
1974,2044 mcdivitt ct.,1364.0,NaN,NaN
1977,2911 bynan,839.0,NaN,NaN
1978,1984 traver rd,1219.0,NaN,NaN
1979,2201 glencoe hills drive,929.0,NaN,NaN
1984,2820 windwood,1644.0,NaN,NaN
1985,1984 traver rd,1419.0,NaN,NaN
1986,3050 birch hollow dr,975.0,NaN,NaN
1987,1550 brookfield,1489.0,NaN,NaN
1990,600 hidden valley club drive,1340.0,NaN,NaN
1992,41265 crossbow circle,1425.0,NaN,NaN
1993,140 lauff drive,970.0,NaN,NaN
1994,41265 crossbow,1130.0,NaN,NaN
1995,1550 brookfield,1529.0,NaN,NaN
1997,2201 glencoe hills drive,1119.0,NaN,NaN
2002,2501 keystone lane,1035.0,,
2005,101 lake village,1420.0,,
2006,1984 traver rd,1219.0,,
2007,1550 brookfield,1529.0,,
2008,727 e kingsley st,1645.0,,
2009,1005 maiden lane,1359.0,,
2010,2501 keystone lane,1035.0,,
2013,275 harbor way,1499.0,,
2014,1901 pointe lane,1660.0,,
2015,1901 pointe lane,1390.0,,
2018,1005 maiden lane,1499.0,,
2019,1980 pauline boulevard,1189.0,,
2020,2960 international dr.,959.0,,
2021,825 tappan ave,1345.0,,
2022,3400 nixon rd,1476.0,,
2023,3400 nixon rd,1511.0,,
2024,1355 s. winter st.,775.0,,
2026,1245 astor avenue,1575.0,,
2027,825 tappan ave,1495.0,,
2028,2502 packard st.,2799.0,,
2030,1751 cass lake front st,925.0,,
2032,140 lauff drive,1030.0,,
2033,825 tappan ave,1595.0,,
2034,1082 e. chicago blvd.,885.0,,
2037,1980 pauline boulevard,1029.0,,
2038,2911 bynan,969.0,,
2039,525 w. highland rd,1029.0,,
2041,1980 pauline boulevard,1209.0,,
2042,825 tappan ave,1595.0,,
2043,275 harbor way,1399.0,,
2045,2960 international drive,1019.0,,
2047,2501 keystone lane,1035.0,,
2048,2911 bynan dr.,919.0,,
2049,508 hill st,4595.0,,
2051,527 s 4th ave,1295.0,,
2052,1000 w huron st,1250.0,,
2053,554 s 5th ave,1499.0,,
2054,825 tappan ave,1595.0,,
2056,728 s main st,1395.0,,
2057,140 lauff drive,1040.0,,
2058,908 sybil st,1625.0,,
2059,1000 w huron st,1175.0,,
2060,2353 twin lakes dr apt 2a,1109.0,,
2061,101 lake village,1502.0,,
2062,459 village green blvd,1303.0,,
2064,1980 pauline boulevard,1189.0,,
2065,2501 keystone lane,1035.0,,
2067,3050 birch hollow dr,1210.0,,
2068,553 s 4th ave,1195.0,,
2069,140 lauff drive,970.0,,
2071,2020 arbor circle east,1279.0,,
2074,2820 windwood,1644.0,,
2075,1863 collins ct.,999.0,,
2076,417 n hamilton st,1395.0,,
2077,1840 collins ct,999.0,,
2078,1315 oak valley dr,1245.0,,
2079,1450 chestnut drive,930.0,,
2080,3265 boardwalk drive,1530.0,,
2081,518 e william st,1765.0,,
2082,1837 davis st.,999.0,,
2083,2044 mcdivitt ct.,1364.0,,
2085,"275 fieldcrest street , mi 48103",1415.0,,
2086,308 packard street,995.0,,
2089,419 montgomery avenue,1900.0,,
2090,2002 brampton court,2000.0,,
2091,1942 west liberty,1429.0,,
2092,1980 pauline boulevard,1189.0,,
2094,3100 s. winter st.,815.0,,
2098,200 trealout dr. apt #1,970.0,,
2099,1984 traver rd,1489.0,,
2100,2224 golfside drive,989.0,,
2102,2960 birch hallow dr.,1009.0,,
2103,3400 nixon rd,2687.0,,
2105,2224 golfside drive,1076.0,,
2106,3400 nixon rd,2100.0,,
2107,27883 independence st,925.0,,
2108,2960 birch hallow dr.,1009.0,,
2109,2960 birch hollow dr,1029.0,,
2110,3400 nixon rd,1995.0,,
2111,3400 nixon rd,1572.0,,
2112,2960 birch hollow dr,1029.0,,
2113,3400 nixon rd,1476.0,,
2114,955 sumpter road,1100.0,,
2115,2960 birch hallow dr.,969.0,,
2116,3400 nixon rd,1511.0,,
2117,3100 s. winter st.,825.0,,
2118,1550 brookfield,1489.0,,
2119,1550 brookfield,1589.0,,
2120,49000 denton road,852.0,,
2121,1980 pauline boulevard,1189.0,,
2122,49000 denton road,828.0,,
2126,49000 denton road,878.0,,
2127,2820 windwood,1644.0,,
2129,1863 collins ct.,999.0,,
2130,1840 collins ct,999.0,,
2131,1837 davis st.,999.0,,
2133,1550 brookfield,1489.0,,
2135,1984 traver rd,1469.0,,
2136,2501 keystone ln,1035.0,,
2137,2501 keystone ln,1035.0,,
2138,2501 keystone ln,1035.0,,
2139,2501 keystone ln,1035.0,,
2140,212 stevens drive,918.0,,
2141,212 stevens drive,918.0,,
2142,212 stevens drive,818.0,,
2143,508 hill st,4595.0,,
2146,1315 oak valley drive,1345.0,,
2147,525 west highland rd,1029.0,,
2148,2044 mcdivitt ct.,1364.0,,
2149,2820 windwood,1483.0,,
2150,2820 windwood,1644.0,,
2151,2960 international dr.,819.0,,
2153,1984 traver rd,1369.0,,
2154,3089 woodland hills dr,1269.0,,
2156,140 lauff drive,970.0,,
2159,2960 birch hollow dr.,999.0,,
2160,4854 washtenaw ave,1165.0,,
2161,1315 oak valley drive,1345.0,,
2162,275 harbor way,1449.0,,
2163,3050 birch hollow dr,1210.0,,
2164,525 west highland rd,1029.0,,
2165,2911 bynan,959.0,,
2166,41265 crossbow circle,1425.0,,
2167,275 harbor way,1399.0,,
2168,2911 bynan,909.0,,
2169,2820 windwood,1675.0,,
2172,2960 international drive,889.0,,
2173,2960 birch hallow dr.,1179.0,,
2177,1863 collins ct.,999.0,,
2178,1840 collins ct,999.0,,
2179,1837 davis st.,999.0,,
2180,2044 mcdivitt ct.,1364.0,,
2183,1984 traver rd,1219.0,,
2184,275 harbor way,1499.0,,
2187,3050 birch hollow dr,1210.0,,
2190,101 lake village,1492.0,,
2192,275 harbor way,1399.0,,
2193,4676 pearl street,2500.0,,
2194,203 hurd st.,1000.0,,
2195,2960 birch hallow dr.,1009.0,,
2196,3050 birch hollow dr,1210.0,,
2197,2501 keystone lane,1035.0,,
2198,1984 traver rd,1219.0,,
2200,2201 glencoe hills,1109.0,,
2202,101 lake village,1587.0,,
2203,101 lake village,1488.0,,
2204,2960 birch hallow dr.,1209.0,,
2205,201 e madison st,3345.0,,
2206,275 harbor way,1499.0,,
2207,508 hill st,4595.0,,
2208,554 s 5th ave,1045.0,,
2209,728 s main st,1395.0,,
2210,908 sybil st,1595.0,,
2211,1000 w huron st,1250.0,,
2212,2501 keystone lane,1035.0,,
2213,27883 independence st,925.0,,
2214,1751 cass lake front st,950.0,,
2215,275 harbor way,1449.0,,
2218,825 tappan ave,1045.0,,
2219,2501 keystone lane,1035.0,,
2220,1984 traver rd,1219.0,,
2221,3008 randolph court dr.,1158.0,,
2222,3050 birch hollow drive,1.0,,
2223,3998 audrey rae ln.,1165.0,,
2224,101 lake village,1326.0,,
2225,3998 audrey rae ln.,1165.0,,
2226,3998 audrey rae ln.,1205.0,,
2227,518 e william st,3995.0,,
2228,2960 international dr.,959.0,,
2229,2973 west clark rd,989.0,,
2230,140 lauff drive,970.0,,
2232,275 harbor way,1399.0,,
2233,825 tappan ave,1595.0,,
2235,2201 glencoe hills,2179.0,,
2236,140 lauff drive,1040.0,,
2238,140 lauff drive,1040.0,,
2239,223 south st.,675.0,,
2242,2501 keystone lane,1035.0,,
2245,101 lake village,1492.0,,
2246,2960 birch hallow dr.,1029.0,,
2247,2828 deake ave,1600.0,,
2248,2820 windwood,1483.0,,
2249,212 stevens drive,918.0,,
2251,212 stevens drive,918.0,,
2252,140 lauff drive,970.0,,
2253,5050 northfield dr,675.0,,
2257,1315 oak valley dr,1323.0,,
2259,1984 traver rd,1219.0,,
2260,200 trealout dr. apt #1,970.0,,
2262,200 trealout dr. apt #1,970.0,,
2263,200 trealout dr. apt #1,925.0,,
2264,200 trealout dr. apt #1,925.0,,
2265,200 trealout dr. apt #1,925.0,,
2266,200 trealout dr. apt #1,925.0,,
2267,200 trealout dr. apt #1,925.0,,
2268,200 trealout dr. apt #1,970.0,,
2270,1984 traver rd,1489.0,,
2272,155 lake village dr,1406.0,,
2273,140 lauff drive,970.0,,
2281,210 w. shawnee st.,725.0,,
2282,101 lake village,1587.0,,
2283,2501 keystone ln,1035.0,,
2284,2501 keystone ln,1035.0,,
2285,109  e. ann,1675.0,,
2286,2501 keystone ln,1035.0,,
2287,2501 keystone ln,1035.0,,
2288,1984 traver rd,1219.0,,
2293,554 s 5th ave,1499.0,,
2294,2973 w. clark rd,999.0,,
2296,101 lake village,1488.0,,
2297,2960 international drive,889.0,,
2298,324 e jefferson st,1025.0,,
2299,728 s main st,1645.0,,
2300,1000 w huron st,1250.0,,
2301,527 s 4th ave,1845.0,,
2302,2960 international dr.,959.0,,
2303,3100 s. winter st.,825.0,,
2306,2201 glencoe hills drive,929.0,,
2308,275 harbor way,1399.0,,
2311,275 harbor way,1449.0,,
2312,275 harbor way,1499.0,,
2315,1751 cass lake front st,950.0,,
2316,27883 independence st,925.0,,
2317,2960 international drive,979.0,,
2318,101 lake village,1406.0,,
2319,212 east william,1660.0,,
2321,1980 pauline boulevard,1189.0,,
2323,140 lauff drive,1040.0,,
2324,214 south hewitt,950.0,,
2325,214 south hewitt,860.0,,
2326,214 s hewitt rd,860.0,,
2327,1332 geddes,900.0,,
2330,212 stevens drive,918.0,,
2331,3400 nixon rd,2747.0,,
2332,3400 nixon rd,2100.0,,
2333,2201 glencoe hills drive,929.0,,
2334,3400 nixon rd,2000.0,,
2335,3400 nixon rd,1582.0,,
2336,3400 nixon rd,1476.0,,
2337,3400 nixon rd,1511.0,,
2339,1901 pointe lane,1190.0,,
2341,140 lauff drive,970.0,,
2342,324 e jefferson st,1745.0,,
2344,212 stevens drive,818.0,,
2345,212 stevens drive,818.0,,
2346,212 stevens drive,918.0,,
2347,212 stevens drive,818.0,,
2348,1863 collins ct.,999.0,,
2349,1840 collins ct,999.0,,
2350,1837 davis st.,999.0,,
2351,2044 mcdivitt ct.,1364.0,,
2355,921 rickett rd,1995.0,,
2357,3520 charter pl,3000.0,,
2361,603 e. huron street,999.0,,
2362,2820 windwood,1483.0,,
2363,2820 windwood,1483.0,,
2364,2820 windwood,1644.0,,
2365,808 westwood,950.0,,
2369,2820 windwood,1675.0,,
2370,2820 windwood,1675.0,,
2371,306 highlake,1550.0,,
2378,2820 windwood,1644.0,,
2381,2201 glencoe hills drive,929.0,,
2386,2960 international drive,989.0,,
2388,2960 international drive,889.0,,
2389,2820 windwood,1675.0,,
2390,3100 s. winter st.,825.0,,
2391,2820 windwood,1483.0,,
2393,275 harbor way,1399.0,,
2395,2820 windwood,1644.0,,
2396,22250 swan rd,812.0,,
2397,3100 s. winter st.,725.0,,
2398,1863 collins ct.,999.0,,
2399,1840 collins ct,999.0,,
2400,2201 glencoe hills drive,929.0,,
2401,1837 davis st.,999.0,,
2403,2044 mcdivitt ct.,1364.0,,
2404,2820 windwood,1644.0,,
2405,2960 international drive,889.0,,
2408,1315 oak valley drive,1345.0,,
2409,1984 traver rd,1489.0,,
2410,1984 traver road,1219.0,,
2411,16700 quarry,810.0,,
2412,1355 s. winter st.,775.0,,
2413,1984 traver rd,1219.0,,
2415,2820 windwood,1487.0,,
2416,101 lake village,1338.0,,
2418,2960 international drive,979.0,,
2419,2960 international drive,969.0,,
2422,3100 s. winter st.,725.0,,
2423,2960 international drive,849.0,,
2424,2501 keystone ln,1035.0,,
2425,2501 keystone ln,1035.0,,
2426,2501 keystone ln,1035.0,,
2427,2501 keystone ln,1035.0,,
2431,101 lake village,1587.0,,
2433,101 lake village,1488.0,,
2434,2820 windwood,1644.0,,
2436,2224 golfside drive,989.0,,
2437,2224 golfside drive,1076.0,,
2438,727 e kingsley st,1795.0,,
2439,520 n ashley st,1325.0,,
2440,520 n ashley st,1395.0,,
2441,727 e kingsley st,1795.0,,
2442,212 stevens drive,818.0,,
2443,1984 traver road,1219.0,,
2444,101 lake village,1338.0,,
2445,2960 international drive,889.0,,
2446,275 harbor way,1499.0,,
2447,518 e william st,2395.0,,
2448,512 n ashley st,1295.0,,
2449,140 lauff drive,970.0,,
2450,2820 windwood,1675.0,,
2451,1980 pauline boulevard,1189.0,,
2452,518 e william st,1670.0,,
2455,201 e madison st,3345.0,,
2456,414 s division st,1295.0,,
2457,140 lauff drive,1040.0,,
2458,101 lake village,1534.0,,
2459,122 glendale drive,1700.0,,
2461,2960 birch hallow dr.,1009.0,,
2462,140 lauff drive,980.0,,
2463,275 harbor way,1399.0,,
2464,2820 windwood,1644.0,,
2465,518 e william st,1740.0,,
2466,3089 woodland hills dr,1249.0,,
2467,727 e kingsley st,1795.0,,
2468,1863 collins ct.,999.0,,
2469,1840 collins ct,999.0,,
2470,1837 davis st.,999.0,,
2471,508 hill st,4595.0,,
2472,2044 mcdivitt ct.,1364.0,,
2473,2960 international drive,889.0,,
2474,1000 north huron river drive,549.0,,
2475,1984 traver rd,1219.0,,
2476,4854 washtenaw ave,1095.0,,
2477,2973 west clark rd,2299.0,,
2478,1355 s. winter st.,775.0,,
2479,3089 woodland hills dr,1269.0,,
2485,101 lake village,1585.0,,
2486,2820 windwood,1644.0,,
2487,4854 washtenaw ave,890.0,,
2488,553 s 4th ave,1195.0,,
2489,520 n ashley st,1395.0,,
2490,520 n ashley st,1325.0,,
2491,2501 keystone lane,1035.0,,
2493,113 s washington st,600.0,,
2494,512 n ashley st,1295.0,,
2495,4685 hunt club dr,1550.0,,
2496,4685 hunt club dr.,1134.0,,
2498,4685 hunt club dr.,1276.0,,
2500,527 s 4th ave,1845.0,,
2502,2502 packard st.,1979.0,,
2503,5800 benson dr,1249.0,,
2504,1984 traver rd,1419.0,,
2505,2501 keystone lane,1035.0,,
2507,554 s 5th ave,1045.0,,
2508,2502 packard st.,1709.0,,
2509,1315 oak valley dr,1345.0,,
2510,2820 windwood,1675.0,,
2511,825 tappan ave,1345.0,,
2512,4854 washtenaw ave,1095.0,,
2515,3089 woodland hills dr,1269.0,,
2516,275 harbor way,1399.0,,
2517,2960 birch hallow dr.,1179.0,,
2518,212 stevens drive,818.0,,
2519,1714 meadow woods blvd.,1015.0,,
2520,1000 w huron st,1250.0,,
2522,1980 pauline boulevard,1029.0,,
2523,3100 s. winter st.,725.0,,
2524,2960 international drive,959.0,,
2525,908 sybil st,1595.0,,
2526,625 south forest,1850.0,,
2527,1315 oak valley dr,1321.0,,
2528,2960 international drive,969.0,,
2529,2960 international drive,999.0,,
2530,49000 denton road,1298.0,,
2531,49000 denton road,878.0,,
2532,728 s main st,1395.0,,
2533,101 lake village,1411.0,,
2534,3089 woodland hills dr,1269.0,,
2536,22250 swan rd,820.0,,
2537,212 stevens drive,818.0,,
2538,212 stevens drive,918.0,,
2539,728 s main st,1645.0,,
2540,212 stevens drive,918.0,,
2541,212 stevens drive,918.0,,
2543,2820 windwood,1483.0,,
2545,2960 international drive,849.0,,
2546,554 s 5th ave,1499.0,,
2547,140 helle blvd,995.0,,
2548,1984 traver rd,1219.0,,
2549,49000 denton road,828.0,,
2550,508 hill st,1325.0,,
2551,2960 international dr.,989.0,,
2552,2960 international dr.,839.0,,
2553,518 e william st,3995.0,,
2554,518 e william st,2395.0,,
2556,2985 gady rd,900.0,,
2557,2501 keystone lane,1035.0,,
2558,2501 keystone,1035.0,,
2559,825 tappan ave,1595.0,,
2560,3400 nixon rd,2774.0,,
2561,3400 nixon rd,2100.0,,
2562,140 lauff drive,970.0,,
2563,3400 nixon rd,2000.0,,
2564,212 stevens drive,818.0,,
2565,3400 nixon rd,1582.0,,
2566,212 stevens drive,918.0,,
2567,3400 nixon rd,1476.0,,
2568,3400 nixon rd,1511.0,,
2569,101 lake village,1290.0,,
2570,414 s division st,1295.0,,
2571,2224 golfside drive,898.0,,
2572,2020 arbor circle east,1449.0,,
2573,2020 arbor circle east,1099.0,,
2574,2020 arbor circle east,1449.0,,
2575,2020 arbor circle east,1279.0,,
2576,2820 windwood,1644.0,,
2577,2020 arbor circle east,1099.0,,
2578,2020 arbor circle east,1099.0,,
2579,2020 arbor circle east,1279.0,,
2580,2020 arbor circle east,1449.0,,
2581,908 sybil st,1595.0,,
2582,1315 oak valley dr,1198.0,,
2584,518 e william st,1670.0,,
2585,1863 collins ct.,999.0,,
2586,1840 collins ct,999.0,,
2587,1837 davis st.,999.0,,
2588,727 e kingsley st,1645.0,,
2589,2044 mcdivitt ct.,1364.0,,
2595,1000 w huron st,1250.0,,
2596,2700 hannah blvd,704.0,,
2601,2224 golfside drive,1029.0,,
2603,2224 golfside drive,898.0,,
2604,2224 golfside drive,1029.0,,
2605,2224 golfside drive,898.0,,
2606,436 fifth st.,2150.0,,
2607,1355 s. winter st.,775.0,,
2608,101 lake village,1583.0,,
2609,140 lauff drive,970.0,,
2610,101 lake village,1480.0,,
2611,3100 s. winter st.,805.0,,
2614,955 sumpter road,1100.0,,
2616,101 lake village,1408.0,,
2617,2501 keystone ln,1035.0,,
2618,2501 keystone ln,1035.0,,
2619,275 harbor way,1399.0,,
2620,140 lauff drive,970.0,,
2621,2224 golfside drive,1029.0,,
2622,140 lauff drive,1040.0,,
2624,140 helle blvd,965.0,,
2625,2976 cascade drive,890.0,,
2626,2976 cascade drive,890.0,,
2631,3400 nixon rd,2100.0,,
2632,3400 nixon rd,2774.0,,
2633,1450 chestnut dr.,860.0,,
2634,3400 nixon rd,2000.0,,
2635,5776 staghorn,1600.0,,
2636,3400 nixon rd,1582.0,,
2637,3400 nixon rd,1476.0,,
2638,1863 collins ct.,999.0,,
2639,3400 nixon rd,1511.0,,
2640,1840 collins ct,999.0,,
2641,1837 davis st.,999.0,,
2642,2044 mcdivitt ct.,1364.0,,
2643,1860 n maple rd,1000.0,,
2644,1860 n maple rd,1100.0,,
2646,2973 west clark rd.,1374.0,,
2647,2705 barclay way,1700.0,,
2648,101 lake village,1581.0,,
2649,1984 traver road,1219.0,,
2650,2820 windwood,1644.0,,
2654,2960 international drive,849.0,,
2656,2973 west clark,2509.0,,
2657,2501 keystone ln,1035.0,,
2658,2501 keystone ln,1035.0,,
2659,2501 keystone ln,820.0,,
2660,2501 keystone ln,820.0,,
2661,275 harbor way,1499.0,,
2663,101 lake village,1480.0,,
2665,2820 windwood,1675.0,,
2666,221 n. normal #c5,1400.0,,
2668,1505 natalie lane,1170.0,,
2669,140 helle blvd,945.0,,
2670,1984 traver rd,1219.0,,
2671,140 lauff drive,1040.0,,
2674,2820 windwood,1525.0,,
2675,101 lake village drive,1408.0,,
2676,221 n. normal,945.0,,
2678,1505 natalie lane,1380.0,,
2679,221 n. normal,945.0,,
2681,275 harbor way,1399.0,,
2682,3400 nixon rd,2774.0,,
2683,3400 nixon rd,2100.0,,
2684,3400 nixon rd,2000.0,,
2686,3400 nixon rd,1582.0,,
2688,3400 nixon rd,1476.0,,
2691,140 lauff drive,970.0,,
2692,275 harbor way,1885.0,,
2693,3400 nixon rd,1511.0,,
2694,212 stevens drive,818.0,,
2695,212 stevens drive,918.0,,
2696,212 stevens drive,818.0,,
2697,212 stevens drive,818.0,,
2698,212 stevens drive,918.0,,
2699,212 stevens drive,918.0,,
2700,212 stevens drive,818.0,,
2701,212 stevens drive,818.0,,
2702,212 stevens drive,918.0,,
2703,212 stevens drive,918.0,,
2704,1840 collins ct,999.0,,
2705,101 lake village,1005.0,,
2706,2820 windwood,1644.0,,
2707,1837 davis st.,999.0,,
2711,2044 mcdivitt ct.,1364.0,,
2721,4854 washtenaw ave,1155.0,,
2722,4854 washtenaw ave,1140.0,,
2723,4854 washtenaw ave,1155.0,,
2724,4854 washtenaw ave,1155.0,,
2725,2820 windwood,1504.0,,
2726,2167 medford road,1265.0,,
2728,2502 packard st.,1448.0,,
2730,2820 windwood,1675.0,,
2737,2820 windwood,1504.0,,
2741,3100 s. winter st.,805.0,,
