,address,price
597,3998 audrey rae ln.,1165
598,3998 audrey rae ln.,1200
599,3050 birch hollow dr,1210
60,8777 rushside dr,1420
600,1100 hunters run dr,1799
601,2044 mcdivitt ct,1364
606,101 lake village,1560
607,roundtree blvd,969
608,1840 collins ct,999
609,140 lauff,970
610,508 hill st,1325
612,2001 huron parkway,1150
613,pauline,1149
616,packard,949
62,e. ann st.,1085
620,275 harbor way,1499
621,553 s 4th ave,1145
623,275 harbor way,1399
624,1245 astor ave,1590
625,527 s 4th ave,1845
626,311 jarvis,810
628,3265 boardwalk drive,1410
63,e. ann st.,1070
630,2960 birch hollow dr,1179
631,2960 birch hollow dr,1209
632,main,1390
635,1072 rambling road,1495
636,1184 lexington pkwy,1425
637,1061 centennial ave.,1895
638,741 dorset ave,1295
64,e. ann st.,985
641,2756 s knightsbridge circle,1600
645,twin lakes drive,909
646,w liberty,1359
651,955 sumpter road,1100
653,2310 pinecrest,1700
654,roundtree blvd.,1039
656,507 n hamilton,1300
657,2911 bynan,939
658,roundtree blvd,1039
659,954 w cross,995
66,1116 s forest,6000
660,2820 windwood,1644
661,stadium blvd,1199
662,2820 windwood,1644
663,2960 birch hollow dr,1319
664,schooner cove blvd.,889
665,22250 swan rd,774
666,2960 birch hollow dr,1009
667,1550 brookfield,1579
668,1550 brookfield,1579
669,3050 birch hollow dr,1250
670,s main street,1742
671,1984 traver rd,1379
672,stadium blvd,1199
675,607 n. river st.,1300
677,twin lakes drive,919
678,s main street,1300
679,schooner cove boulevard,979
682,pauline blvd,1149
684,virginia,2200
686,3089 woodland hills dr,939
688,600 hidden valley club drive,1260
690,908 sybil st,1595
691,pauline blvd,1149
692,2001 huron parkway,1145
693,2930 roundtree blvd.,939
694,pauline blvd,1149
695,birch hollow drive,1179
696,2960 international drive,889
697,2201 glencoe hills,1099
7,1505 natalie lane,1375
701,stadium blvd,1199
704,518 e william st,3295
705,w liberty,1389
707,140 lauff drive,1030
708,1980 pauline boulevard,1149
709,stadium blvd,1199
710,2501 keystone ln,1040
711,2501 keystone ln,1040
712,2001 huron parkway,1150
713,1550 brookfield,1549
714,2501 keystone ln,840
715,2001 huron parkway,1195
716,2501 keystone ln,840
717,woodridge way,959
718,1103 s latson rd,995
719,burbank drive,1850
72,stadium blvd,1109
720,1103 s latson rd,995
721,middle court,975
722,1984 traver rd,1229
724,213 s. 4th ave,2395
725,roundtree blvd,979
727,212 stevens dr,918
728,27883 independence st,825
729,3089 woodland hills dr,1249
73,stadium blvd,1229
730,212 stevens dr,918
731,212 stevens dr,818
732,212 stevens dr,818
733,212 stevens dr,918
734,212 stevens dr,918
736,275 harbor way,1885
738,518 e william st,2395
739,321 williamsen dr,1070
74,stadium blvd,1159
740,2960 international drive,989
743,2020 arbor circle east,1449
744,2020 arbor circle east,1229
745,2020 arbor circle east,1099
746,stadium blvd,1199
747,2020 arbor circle east,1099
748,s main street,1393
749,2020 arbor circle east,1229
75,stadium blvd,1199
750,459 village green blvd,1347
751,525 west highland rd,1004
752,2020 arbor circle east,1049
753,1005 maiden lane,1499
754,1005 maiden lane,1359
755,pauline blvd,1229
756,twin lakes drive,959
757,2020 arbor circle east,1229
758,553 s 4th ave,1145
759,275 harbor way,1449
760,w liberty,1389
762,leslie circle,1879
766,2835 roundtree blvd,1039
768,2835 roundtree blvd,939
769,2835 roundtree blvd,939
77,stadium blvd,1079
771,2835 roundtree blvd,1079
772,2835 roundtree blvd,1039
773,2835 roundtree blvd,939
774,2835 roundtree blvd,1039
775,stadium blvd,1109
776,5800 benson dr,817
777,3089 woodland hills dr,959
778,1984 traver rd,1379
779,5800 benson dr,992
780,2835 roundtree blvd,959
781,205 perrin,750
782,603 e. huron street,1979
783,w liberty,1379
784,520 n ashley st,1395
785,603 e. huron street,999
786,603 e. huron street,1049
787,s main street,2200
788,birch hollow drive,1209
789,leslie circle,1559
79,dunlavy lane,1450
790,stadium blvd,1199
791,w liberty,1409
792,2960 international drive,899
793,birch hollow drive,1029
794,518 e william st,3295
796,schooner cove blvd,829
797,briarcrest,1390
798,briarcrest,1390
8,310 e. liberty st.,1235
80,2201 glencoe hills,1529
800,518 e william st,1670
801,1082 e. chicago blvd,885
802,27883 independence st,1090
803,birch hollow drive,1009
805,2201 glencoe hills dr,2179
806,154 riley st,700
807,1082 e. chicago blvd,820
808,2911 bynan dr.,899
809,2201 glencoe hills drive,929
81,2201 glencoe hills,2179
810,1505 natalie lane,1265
811,1751 cass lake front st,950
812,lancashire drive,1269
813,275 harbor way,1399
816,140 lauff drive,1040
819,201 e madison st,3345
82,2201 glencoe hills,1149
820,2960 international drive,999
821,w liberty,1499
822,birch hollow drive,969
825,600 hidden valley club drive,1450
827,3998 audrey rae ln.,1165
828,3998 audrey rae ln.,1155
829,3998 audrey rae ln.,1165
830,4685 hunt club dr.,1100
833,1006 pontiac trail,1500
835,roundtree blvd,959
836,pauline blvd,919
837,1863 collins ct.,999
840,schooner cove boulevard,979
843,309 e jefferson #2,4500
844,121 glen #2,4200
845,210 n 1st st,3200
846,208 w ann #1,3600
847,203 koch ave.,3750
848,106 depot st.,3000
849,109 glen ave #2,4200
850,508 packard st.,4350
851,504 lawrence st #2,4000
852,503 elm st.,4800
853,401 lawrence st. #2,4000
855,812 brown st.,3900
856,549 packard st. #1,4800
857,508 lawrence,3900
858,616 lawrence,3750
859,511 elizabeth,3600
86,101 lake village,2000
860,815 lawrence,4200
861,500 packard,3800
862,419 n ingalls,3750
863,275 harbor way,1499
864,1837 davis st.,999
867,2044 mcdivitt ct,1364
87,1980 pauline boulevard,1229
870,140 lauff,970
871,3998 audrey rae ln.,1165
872,3998 audrey rae lane,1165
873,3998 audrey rae lane,1165
874,3998 audrey rae lane,1200
875,3998 audrey rae lane,1165
877,1245 astor avenue,1575
878,1840 collins ct,999
879,2960 international drive,899
88,2960 birch hollow dr,1209
883,main,1390
885,morgan,1
886,1815 hiawatha pl,1800
887,s forest ave,1795
888,2962 signature blvd,1890
889,2514 whitetail run court,2200
890,458 village oaks,2200
891,1205 island drive,1350
892,1003 s 7th street,1600
893,1773 hideaway lane drive,3795
894,2201 glencoe hills,1099
896,north adams,645
897,cross,695
898,washtenaw,800
899,michigan,700
9,10910 independence lane,952
901,1825 hill st,2780
902,310 e william,6550
903,328 catherine,5370
904,1288 broadway,2760
905,222 brookridge,2500
907,117 e davis,2175
908,stadium blvd,1199
91,schooner cove boulevard,979
910,stadium blvd,1199
913,nixon rd,3000
914,golden ave,589
915,lake haven dr,539
916,cloverly ln,597
917,512 n ashley st,1295
919,w liberty,1389
92,1355 s. winter st.,830
920,2511 packard st,1685
922,1984 traver rd,1219
924,stadium blvd,1199
925,schooner cove boulevard,979
926,101 lake village,2251
927,275 harbor way,1499
928,2501 keystone ln,840
929,2501 keystone ln,840
93,1980 pauline boulevard,1149
930,2501 keystone ln,1040
931,2501 keystone ln,1040
934,meadow grove trail,2600
936,"40935 micol dr,",800
937,"40935 micol dr,",800
938,275 harbor way,1449
939,27883 independence st,825
940,1751 cass lake front st,950
941,1777 plymouth road,1625
943,201 e madison st,3345
944,46 e cross st,1845
945,stadium blvd,1199
946,728 s main st,1645
947,955 sumpter road,1100
948,908 sybil st,1625
949,w liberty,1379
95,twin lakes drive,979
950,1000 w huron st,1250
951,2976 cascade drive,770
952,508 hill st,4599
954,w liberty,1409
955,527 s 4th ave,1845
956,414 s division st,1295
957,lancashire drive,1269
958,roundtree blvd,969
959,1984 traver rd,1379
960,201 e madison st,3345
961,2976 cascade drive,890
962,2976 cas,1155
964,1005 maiden lane,1359
965,119 west mosley,2475
966,520 n ashley st,1395
967,1355 s. winter st.,830
968,275 harbor way,1579
969,1751 scio ridge rd,2895
97,leslie circle,1389
970,101 lake village,1952
971,512 n ashley st,1295
972,twin lakes drive,979
974,520 n ashley st,1325
976,403 s division,2985
977,1005 maiden lane,1299
978,727 e kingsley st,1795
979,1005 maiden lane,1499
98,1980 pauline boulevard,1249
981,4685 hunt club dr.,1400
982,140 lauff drive,1030
983,1338 washtenaw ave,1195
985,1121 packard,4650
986,1803 hill st,6490
987,roundtree blvd,1039
988,727 e kingsley st,1795
99,2835 roundtree blvd,1079
990,1803 hill st,2780
991,1803 hill,2800
992,10675 martz rd,1600
993,2124 abbot,1895
997,512 washtenaw,695
998,1580 siller terrace,1595
999,208 ballard,1195
