,address,price
2145,2501 keystone ln,1035
2146,212 stevens drive,918
2147,212 stevens drive,918
2148,212 stevens drive,818
2149,508 hill st,4595
215,1550 brookfield,1609
2150,south main street,1360
2151,south main street,1502
2152,1315 oak valley drive,1345
2153,525 west highland rd,1029
2154,2044 mcdivitt ct.,1364
2155,2820 windwood,1483
2156,2820 windwood,1644
2157,2960 international dr.,819
2158,latson,935
2159,1984 traver rd,1369
216,1751 cass lake front st,950
2160,3089 woodland hills dr,1269
2161,stadium blvd,1199
2162,140 lauff drive,970
2163,stadium blvd,1109
2165,2960 birch hollow dr.,999
2166,4854 washtenaw ave,1165
2167,1315 oak valley drive,1345
2168,275 harbor way,1449
2169,3050 birch hollow dr,1210
217,27883 independence st,825
2170,525 west highland rd,1029
2171,2911 bynan,959
2172,41265 crossbow circle,1425
2173,275 harbor way,1399
2174,2911 bynan,909
2175,2820 windwood,1675
2178,2960 international drive,889
2179,2960 birch hallow dr.,1179
218,2960 international dr.,1019
2183,1863 collins ct.,999
2184,1840 collins ct,999
2185,1837 davis st.,999
2186,2044 mcdivitt ct.,1364
2187,jackson,2200
2188,dellwood dr,1845
2189,1984 traver rd,1219
2190,275 harbor way,1499
2191,latson,1100
2192,stadium blvd,1179
2193,3050 birch hollow dr,1210
2194,stadium blvd,1179
2195,stadium blvd,1179
2196,101 lake village,1492
2198,275 harbor way,1399
2199,4676 pearl street,2500
220,3089 woodland hills dr,1249
2200,203 hurd st.,1000
2201,2960 birch hallow dr.,1009
2202,3050 birch hollow dr,1210
2203,2501 keystone lane,1035
2204,1984 traver rd,1219
2206,2201 glencoe hills,1109
2208,101 lake village,1587
2209,101 lake village,1488
221,2960 international dr.,989
2210,2960 birch hallow dr.,1209
2211,201 e madison st,3345
2212,275 harbor way,1499
2213,508 hill st,4595
2214,554 s 5th ave,1045
2215,728 s main st,1395
2216,908 sybil st,1595
2217,1000 w huron st,1250
2218,2501 keystone lane,1035
2219,27883 independence st,925
222,2960 birch hollow dr,1209
2220,1751 cass lake front st,950
2221,275 harbor way,1449
2222,twin lakes drive,959
2224,825 tappan ave,1045
2225,2501 keystone lane,1035
2226,1984 traver rd,1219
2227,3008 randolph court dr.,1158
2228,3050 birch hollow drive,1
2229,3998 audrey rae ln.,1165
223,275 harbor way,1449
2230,101 lake village,1326
2231,3998 audrey rae ln.,1165
2232,3998 audrey rae ln.,1205
2233,518 e william st,3995
2234,2960 international dr.,959
2235,2973 west clark rd,989
2236,140 lauff drive,970
2238,275 harbor way,1399
2239,825 tappan ave,1595
224,1005 maiden lane,1299
2241,2201 glencoe hills,2179
2242,140 lauff drive,1040
2244,140 lauff drive,1040
2245,223 south st.,675
2247,stadium blvd,1199
2248,2501 keystone lane,1035
2249,golfside,875
225,2960 international dr.,959
2250,golfside,995
2251,101 lake village,1492
2252,2960 birch hallow dr.,1029
2253,2828 deake ave,1600
2254,2820 windwood,1483
2255,212 stevens drive,918
2257,212 stevens drive,918
2258,140 lauff drive,970
2259,5050 northfield dr,675
226,2960 international,999
2260,stadium blvd,1079
2262,lohr,1390
2263,1315 oak valley dr,1323
2265,1984 traver rd,1219
2266,200 trealout dr.,970
2268,200 trealout dr.,970
2269,200 trealout dr.,925
227,600 hidden valley club drive,1110
2270,200 trealout dr.,925
2271,200 trealout dr.,925
2272,200 trealout dr.,925
2273,200 trealout dr.,925
2274,200 trealout dr.,970
2276,1984 traver rd,1489
2277,golfside road,959
2278,155 lake village dr,1406
2279,140 lauff drive,970
228,3100 s. winter st.,835
2280,golfside lake,959
2281,stadium blvd,1079
2282,stadium blvd,1199
2284,fieldcrest,1460
2285,fieldcrest,2077
2286,fieldcrest,2172
2287,210 w. shawnee st.,725
2288,101 lake village,1587
2289,2501 keystone ln,1035
229,1005 maiden lane,1359
2290,2501 keystone ln,1035
2291,109  e. ann,1675
2292,2501 keystone ln,1035
2293,2501 keystone ln,1035
2294,1984 traver rd,1219
2299,554 s 5th ave,1499
23,pauline,1149
230,1005 maiden lane,1299
2300,2973 w. clark rd,999
2301,stadium blvd,1179
2302,101 lake village,1488
2303,2960 international drive,889
2304,324 e jefferson st,1025
2305,728 s main st,1645
2306,1000 w huron st,1250
2307,527 s 4th ave,1845
2308,2960 international dr.,959
2309,3100 s. winter st.,825
231,140 lauff,980
2311,golfside,875
2312,2201 glencoe hills drive,929
2313,stadium blvd,1179
2314,275 harbor way,1399
2315,golfside,995
2316,golfside,895
2317,275 harbor way,1449
2318,275 harbor way,1499
232,leslie circle,1419
2321,1751 cass lake front st,950
2322,27883 independence st,925
2323,2960 international drive,979
2324,101 lake village,1406
2325,212 east william,1660
2326,stadium blvd,1179
2327,1980 pauline boulevard,1189
2328,schooner cove blvd,979
2329,140 lauff drive,1040
2330,214 south hewitt,950
2331,214 south hewitt,860
2332,214 s hewitt rd,860
2333,1332 geddes,900
2336,212 stevens drive,918
2337,3400 nixon rd,2747
2338,3400 nixon rd,2100
2339,2201 glencoe hills drive,929
234,2960 international,989
2340,3400 nixon rd,2000
2341,3400 nixon rd,1582
2342,3400 nixon rd,1476
2343,3400 nixon rd,1511
2345,1901 pointe lane,1190
2347,140 lauff drive,970
2348,324 e jefferson st,1745
235,212 stevens drive,918
2350,212 stevens drive,818
2351,212 stevens drive,818
2352,212 stevens drive,918
2353,212 stevens drive,818
2354,1863 collins ct.,999
2355,1840 collins ct,999
2356,1837 davis st.,999
2357,2044 mcdivitt ct.,1364
236,212 stevens drive,918
2360,brookline,1177
2361,921 rickett rd,1995
2362,s 1st,1155
2363,3520 charter pl,3000
2364,charlton,925
2365,lawrence,1400
2366,south main street,1587
2367,603 e. huron street,999
2368,2820 windwood,1483
2369,2820 windwood,1483
237,212 stevens drive,918
2370,2820 windwood,1644
2371,808 westwood,950
2372,south main street,1488
2373,south main street,1324
2374,south main street,1406
2375,2820 windwood,1675
2376,2820 windwood,1675
2377,306 highlake,1550
238,3089 woodland hills dr,939
2384,2820 windwood,1644
2385,south main street,1488
2386,latson,1100
2387,2201 glencoe hills drive,929
239,1550 brookfield,1499
2392,2960 international drive,989
2394,2960 international drive,889
2395,2820 windwood,1675
2396,3100 s. winter st.,825
2397,2820 windwood,1483
2399,275 harbor way,1399
24,214 south hewitt,970
2400,south main street,1329
2401,2820 windwood,1644
2402,22250 swan rd,812
2403,3100 s. winter st.,725
2404,1863 collins ct.,999
2405,1840 collins ct,999
2406,2201 glencoe hills drive,929
2407,1837 davis st.,999
2408,south main street,1406
2409,2044 mcdivitt ct.,1364
241,2911 bynan,859
2410,2820 windwood,1644
2411,2960 international drive,889
2414,1315 oak valley drive,1345
2415,1984 traver rd,1489
2416,1984 traver road,1219
2417,16700 quarry,810
2418,1355 s. winter st.,775
2419,1984 traver rd,1219
242,w liberty,1429
2420,latson,1130
2421,2820 windwood,1487
2422,101 lake village,1338
2423,golfside,895
2424,2960 international drive,979
2425,2960 international drive,969
2426,stadium blvd,1179
2427,stadium blvd,1199
2428,3100 s. winter st.,725
2429,2960 international drive,849
243,101 lake village,1544
2430,2501 keystone ln,1035
2431,2501 keystone ln,1035
2432,2501 keystone ln,1035
2433,2501 keystone ln,1035
2435,michigan avenue,950
2436,stadium blvd,1179
2437,101 lake village,1587
2439,101 lake village,1488
2440,2820 windwood,1644
2442,2224 golfside drive,989
2443,2224 golfside drive,1076
2444,727 e kingsley st,1795
2445,520 n ashley st,1325
2446,520 n ashley st,1395
2447,727 e kingsley st,1795
2448,212 stevens drive,818
2449,1984 traver road,1219
245,3089 woodland hills dr,809
2450,101 lake village,1338
2451,2960 international drive,889
2452,275 harbor way,1499
2453,518 e william st,2395
2454,512 n ashley st,1295
2455,140 lauff drive,970
2456,2820 windwood,1675
2457,1980 pauline boulevard,1189
2458,518 e william st,1670
2459,stadium blvd,1039
246,527 s 4th ave,1295
2461,201 e madison st,3345
2462,414 s division st,1295
2463,140 lauff drive,1040
2464,101 lake village,1534
2465,122 glendale drive,1700
2466,stadium blvd,1179
2467,2960 birch hallow dr.,1009
2468,140 lauff drive,980
2469,275 harbor way,1399
247,3089 woodland hills dr,1249
2470,2820 windwood,1644
2471,518 e william st,1740
2472,3089 woodland hills dr,1249
2473,727 e kingsley st,1795
2474,1863 collins ct.,999
2475,1840 collins ct,999
2476,1837 davis st.,999
2477,508 hill st,4595
2478,2044 mcdivitt ct.,1364
2479,2960 international drive,889
248,1980 pauline boulevard,1249
2480,1000 north huron river drive,549
2481,1984 traver rd,1219
2482,4854 washtenaw ave,1095
2483,2973 west clark rd,2299
2484,1355 s. winter st.,775
2485,3089 woodland hills dr,1269
2486,latson,1100
2487,stadium blvd,1199
2488,twin lakes,889
2489,stadium blvd,1109
249,2820 windwood,1644
2490,pauline,1209
2491,101 lake village,1585
2492,2820 windwood,1644
2493,4854 washtenaw ave,890
2494,553 s 4th ave,1195
2495,520 n ashley st,1395
2496,520 n ashley st,1325
2497,2501 keystone lane,1035
2499,113 s washington st,600
2500,512 n ashley st,1295
2501,4685 hunt club dr,1550
2502,4685 hunt club dr.,1134
2503,golfside,875
2504,4685 hunt club dr.,1276
2505,golfside,995
2506,527 s 4th ave,1845
2507,twin lakes drive,919
2508,2502 packard st.,1979
2509,5800 benson dr,1249
2510,1984 traver rd,1419
2511,2501 keystone lane,1035
2512,south main street,1480
2513,554 s 5th ave,1045
2514,2502 packard st.,1709
2515,1315 oak valley dr,1345
2516,2820 windwood,1675
2517,825 tappan ave,1345
2518,4854 washtenaw ave,1095
2519,twin lakes drive,1369
252,pauline blvd,1149
2520,calhoun,500
2521,3089 woodland hills dr,1269
2522,275 harbor way,1399
2523,2960 birch hallow dr.,1179
2524,212 stevens drive,818
2525,1714 meadow woods blvd.,1015
2526,1000 w huron st,1250
2528,1980 pauline boulevard,1029
2529,3100 s. winter st.,725
2530,2960 international drive,959
2531,908 sybil st,1595
2532,625 south forest,1850
2533,1315 oak valley dr,1321
2534,2960 international drive,969
2535,2960 international drive,999
2536,49000 denton road,1298
2537,49000 denton road,878
2538,728 s main st,1395
2539,101 lake village,1411
254,212 stevens dr,918
2540,3089 woodland hills dr,1269
2542,22250 swan rd,820
2543,212 stevens drive,818
2544,212 stevens drive,918
2545,728 s main st,1645
2546,212 stevens drive,918
2547,212 stevens drive,918
2548,pauline,1209
2549,2820 windwood,1483
255,briarcrest,1390
2550,stadium blvd,1179
2551,2960 international drive,849
2552,554 s 5th ave,1499
2553,140 helle blvd,995
2554,1984 traver rd,1219
2555,49000 denton road,828
2556,508 hill st,1325
2557,2960 international dr.,989
2558,2960 international dr.,839
2559,518 e william st,3995
2560,518 e william st,2395
2562,2985 gady rd,900
2563,2501 keystone lane,1035
2564,2501 keystone,1035
2565,825 tappan ave,1595
2566,3400 nixon rd,2774
2567,3400 nixon rd,2100
2568,140 lauff drive,970
2569,3400 nixon rd,2000
2570,212 stevens drive,818
2571,3400 nixon rd,1582
2572,212 stevens drive,918
2573,3400 nixon rd,1476
2574,3400 nixon rd,1511
2575,101 lake village,1290
2576,414 s division st,1295
2577,2224 golfside drive,898
2578,2020 arbor circle east,1449
2579,2020 arbor circle east,1099
258,1505 natalie ln,1265
2580,2020 arbor circle east,1449
2581,2020 arbor circle east,1279
2582,2820 windwood,1644
2583,2020 arbor circle east,1099
2584,2020 arbor circle east,1099
2585,2020 arbor circle east,1279
2586,2020 arbor circle east,1449
2587,908 sybil st,1595
2588,1315 oak valley dr,1198
259,3089 woodland hills dr,1249
2590,518 e william st,1670
2591,1863 collins ct.,999
2592,1840 collins ct,999
2593,1837 davis st.,999
2594,727 e kingsley st,1645
2595,2044 mcdivitt ct.,1364
2597,southlawn,1400
2598,dexter,650
26,406 montgomery,1290
260,275 harbor way,1499
2602,bolgos cir,1780
2603,1000 w huron st,1250
2604,2700 hannah blvd,704
2605,madison street,1400
2607,third,2200
2609,2224 golfside drive,1029
261,3089 woodland hills dr,959
2611,2224 golfside drive,898
2612,2224 golfside drive,1029
2613,2224 golfside drive,898
2614,436 fifth st.,2150
2615,1355 s. winter st.,775
2616,101 lake village,1583
2617,140 lauff drive,970
2618,101 lake village,1480
2619,3100 s. winter st.,805
262,1771 plymouth road,2350
2620,dunlavy lane,1450
2621,little lake drive,1600
2622,955 sumpter road,1100
2623,south main street,1213
2624,101 lake village,1408
2625,2501 keystone ln,1035
2626,2501 keystone ln,1035
2627,275 harbor way,1399
2628,140 lauff drive,970
2629,2224 golfside drive,1029
2630,140 lauff drive,1040
2631,latson,1100
2632,140 helle blvd,965
2633,2976 cascade drive,890
2634,2976 cascade drive,890
2639,3400 nixon rd,2100
264,w liberty,1499
2640,3400 nixon rd,2774
2641,1450 chestnut dr.,860
2642,3400 nixon rd,2000
2643,5776 staghorn,1600
2644,3400 nixon rd,1582
2645,3400 nixon rd,1476
2646,1863 collins ct.,999
2647,3400 nixon rd,1511
2648,1840 collins ct,999
2649,1837 davis st.,999
2650,2044 mcdivitt ct.,1364
2651,1860 n maple rd,1000
2652,1860 n maple rd,1100
2654,2973 west clark rd.,1374
2655,2705 barclay way,1700
2656,101 lake village,1581
2657,1984 traver road,1219
2658,2820 windwood,1644
2660,michigan ave,550
2661,stadium blvd,1179
2662,2960 international drive,849
2663,schooner cove boulevard,889
2664,2973 west clark,2509
2665,2501 keystone ln,1035
2666,2501 keystone ln,1035
2667,2501 keystone ln,820
2668,2501 keystone ln,820
2669,275 harbor way,1499
2670,twin lakes drive,1369
2671,101 lake village,1480
2673,2820 windwood,1675
2674,221 n. normal #c5,1400
2675,n.normal #b3,1300
2676,1505 natalie lane,1170
2677,140 helle blvd,945
2678,1984 traver rd,1219
2679,140 lauff drive,1040
268,600 hidden valley club drive,1450
2680,stadium blvd,1179
2681,stadium blvd,1179
2682,2820 windwood,1525
2683,101 lake village drive,1408
2684,221 n. normal,945
2685,thompson st,1400
2686,1505 natalie lane,1380
2687,221 n. normal,945
2689,275 harbor way,1399
269,1980 pauline boulevard,1189
2690,3400 nixon rd,2774
2691,3400 nixon rd,2100
2692,3400 nixon rd,2000
2694,3400 nixon rd,1582
2696,3400 nixon rd,1476
2697,stadium blvd,1179
2698,twin lakes drive,919
2699,140 lauff drive,970
27,1610 longshore dr.,1475
270,2960 birch hollow dr,1179
2700,275 harbor way,1885
2702,3400 nixon rd,1511
2703,212 stevens drive,818
2704,212 stevens drive,918
2705,212 stevens drive,818
2706,212 stevens drive,818
2707,212 stevens drive,918
2708,212 stevens drive,918
2709,212 stevens drive,818
271,3089 woodland hills dr,939
2710,212 stevens drive,818
2711,212 stevens drive,918
2712,212 stevens drive,918
2713,1840 collins ct,999
2714,101 lake village,1005
2715,2820 windwood,1644
2716,1837 davis st.,999
2720,2044 mcdivitt ct.,1364
2724,byron road,1250
2727,wilmot,1795
2729,dunlavy lane,1450
273,324 e jefferson st,1345
2730,4854 washtenaw ave,1155
2731,4854 washtenaw ave,1140
2732,4854 washtenaw ave,1155
2733,4854 washtenaw ave,1155
2734,2820 windwood,1504
2735,2167 medford road,1265
2737,2502 packard st.,1448
2739,2820 windwood,1675
274,w liberty,1379
2740,latson,1125
2742,latson,1100
2746,2820 windwood,1504
2749,pauline,1209
275,3400 nixon rd,2731
2750,3100 s. winter st.,805
2752,mosley,1375
2754,2820 windwood,1644
2755,1355 s. winter st.,775
2756,275 harbor way,1399
276,2960 international drive,989
2760,1875 lake lila lane,1398
2761,2820 windwood,1644
2762,9275 brookside,1050
2763,1984 traver rd,1489
2764,2911 bynan dr.,959
2765,955 sumpter road,1100
2766,stadium blvd,1109
2767,1245 astor ave,1591
2768,south main street,1579
2769,2820 windwood,1504
277,140 lauff drive,1030
2770,stadium blvd,1179
2771,1103 s. latson rd,999
2772,2501 keystone ln,820
2773,2501 keystone ln,820
2774,2501 keystone ln,1035
2775,2501 keystone ln,1035
2777,501 detroit st.,3395
2778,1984 traver road,1219
2779,2820 windwood,1644
278,pauline blvd,1149
2780,1837 davis st.,999
2781,2044 mcdivitt ct.,1364
2782,1863 collins ct.,999
2783,1944 borman ct.,1099
2784,1840 collins ct,999
2786,1751 cass lake front st,950
2787,27883 independence st,925
2789,pauline,1189
279,3050 birch hollow dr,1425
2790,washtenaw,740
2791,140 lauff drive,970
2792,stadium blvd,1179
2794,south main street,1423
2795,washtenaw,740
2796,1245 astor avenue,1650
2799,1245 astor ave,1501
28,406 montgomery,1290
280,3400 nixon rd,2003
2801,townsquare blvd,999
2802,3100 s. winter st.,825
2804,pauline,1189
2806,stadium blvd,1179
2807,1837 davis st.,999
2809,1245 astor avenue,1593
281,4014 gleaner hall,3990
2810,south main street,1610
2814,1670 lake drive,819
2815,825 tappan ave,1495
2816,2044 mcdivitt ct.,1364
2817,825 tappan ave,1045
2818,1863 collins ct.,999
2819,1944 borman ct.,1099
282,3400 nixon rd,1903
2820,1840 collins ct,999
2821,24 s. normal st,950
2822,stadium blvd,1039
2823,latson,1100
2824,955 sumpter road,1100
2825,4685 hunt club dr,1300
2826,275 harbor way,1399
2828,1984 traver road,1219
2829,527 s 4th ave,1295
283,1550 brookfield,1579
2830,1450 chestnut dr.,860
2831,4685 hunt club dr,1400
2833,4685 hunt club dr,1550
2835,ann arbor saline rd,2251
2836,1014 church st,1595
2837,1984 traver rd,1369
2838,727 e kingsley st,1795
2839,5600 fordham circle,1155
284,3400 nixon rd,1626
2840,520 n ashley st,1395
2841,518 e william st,2395
2842,825 tappan ave,1595
2843,324 e jefferson st,1345
2844,2820 windwood,1675
2845,553 s 4th ave,1195
2846,stadium blvd,1179
2847,415 s revena blvd,1700
2848,s revena blvd,1700
2850,825 tappan ave,1595
2851,275 harbor way,1399
2852,324 e jefferson st,1345
2853,205 s state st,2245
2854,1550 brookfield,1589
2855,1984 traver road,1469
2856,1751 cass lake front st,950
2857,414 s division st,1295
2858,553 s 4th ave,1145
286,1550 brookfield,1579
2861,ann arbor saline rd,1875
2863,2820 windwood,1483
2865,3000 signature blvd.,1350
2866,518 e william st,1780
2867,1984 traver rd,1489
2868,1714 meadow woods blvd.,1015
2869,1245 astor ave,1591
287,3400 nixon rd,1501
2870,1980 pauline boulevard,1189
2871,867 n maple.,1725
2873,stadium place,1019
2874,324 e jefferson st,1345
2875,1980 pauline boulevard,1029
2876,140 lauff drive,1040
2877,glencoe hills dr,1069
2878,3400 nixon rd,2774
2879,401 s. highlander way,878
288,2960 birch hollow dr,1209
2880,3400 nixon rd,2195
2881,3400 nixon rd,1995
2882,3400 nixon rd,1582
2883,2201 glencoe hills drive,959
2884,3400 nixon rd,1476
2888,324 e jefferson st,1025
2889,ann arbor saline rd,1784
2890,3400 nixon rd,1511
2891,1550 brookfield,1579
2892,1550 brookfield,1499
2893,1245 astor avenue,1599
2894,2820 windwood,1644
2895,south main street,1119
2897,1984 traver road,1219
2898,518 e william st,3795
29,pauline blvd,562
290,518 e william st,2395
2900,1245 astor avenue,1968
2901,1245 astor ave,1365
2902,324 e jefferson st,1745
2903,3265 boardwalk,1530
2904,821 fountain street,1800
2906,emmet,675
2907,collinson,1200
2909,1315 oak valley dr,1345
291,3400 nixon rd,1486
2910,3000 signature blvd,1618
2912,2820 windwood,1644
2914,800 fuller st,1340
2915,2820 windwood,1675
2916,south main street,1736
2917,1670 lake drive,867
2918,1315 oak valley dr,1321
2919,140 lauff drive,970
292,2001 huron parkway,1195
2920,2501 keystone lane,1035
2921,401 s. highlander way,878
2922,2501 keystone lane,820
2923,south main street,1200
2924,ann arbor saline rd,1534
2925,2820 windwood,1483
2926,200 trelaout dr.,925
2927,200 trealout dr.,925
2929,7636 oliver street,1400
293,pauline blvd,1149
2930,1514 ottawa,2450
2931,4854 washtenaw ave,1140
2932,1315 oak valley drive,1198
2933,4854 washtenaw ave,1155
2934,4854 washtenaw ave,1120
2935,2820 windwood,1644
2936,south main street,2251
2937,twin lakes drive,1119
2938,south main street,1654
2939,201 s. first st.,2485
294,2726 golfside dr.,895
2940,stadium,1099
2941,2820 windwood,1675
2942,stadium,1179
2943,twin lakes drive,889
2944,2501 keystone ln,820
2945,ann arbor saline rd,1774
2946,2501 keystone ln,820
2947,2501 keystone ln,1035
2948,2501 keystone ln,1035
2949,3998 audrey rae ln.,1205
295,2720 golfside dr.,995
2950,1245 astor ave,1968
2952,955 sumpter road,1100
2954,twin lakes drive,919
2956,518 e william st,1670
2957,2835 roundtree blvd,1029
2959,2960 international drive,1079
296,2716 golfside dr.,895
2962,stadium,1179
2963,stadium,1179
2964,golfside,995
2967,golfside,895
2968,ann arbor saline rd,1412
2969,esch,2500
297,520 w. cross st.,1
2970,2820 windwood,1489
2971,4854 washtenaw ave,1235
2972,twin lakes drive,874
2973,5800 benson dr,819
2974,5800 benson dr,819
2975,abbott,1895
298,2973 west clark rd,1074
2980,603 e. huron street,1049
2981,603 e. huron street,1049
2982,abbott,1895
2983,stadium,1179
2984,stadium,1179
2985,5800 benson dr,819
2986,5800 benson dr,1067
2987,5800 benson dr,1067
2988,5800 benson dr,1067
299,955 sumpter road,1100
2990,5800 benson dr,1067
2991,520 n ashley st,1395
2992,5800 benson dr,819
2993,512 n ashley st,1295
2994,2835 roundtree blvd,929
2995,2820 windwood,1644
2996,553 s 4th ave,1145
2997,600 hidden valley club drive,1450
2999,w liberty st,1349
3,1505 natalie lane,1385
30,3050 birch hollow dr,1095
302,2973 west clark rd,1374
303,101 lake village,1560
304,2820 windwood,1675
305,2835 roundtree blvd,939
306,"3912 mason rd, howell, mi",800
307,275 harbor way,1399
308,3005 fernwood,1300
31,214 south hewitt,1000
310,275 harbor way,1499
312,957 sheridan,675
313,957 sheridan,750
314,3050 birch hollow dr,975
315,"221 n. summit, #3",825
316,727 e kingsley st,1645
317,schooner cove blvd.,889
318,2911 bynan,989
32,214 south hewitt,970
320,140 lauff,970
321,"3912 mason rd, howell, mi",800
322,woodridge way,1109
323,275 harbor way,1499
324,1245 astor ave,1923
325,3089 woodland hills dr,1249
326,3089 woodland hills dr,959
327,554 s 5th ave,1045
328,525 w. highland rd,921
329,s. division,2475
33,214 south hewitt,880
330,sylvan,4175
331,514 emmet street,800
332,prospect,4950
334,1245 astor avenue,1590
335,2960 birch hollow dr,1209
336,2960 birch hollow dr,1029
338,213 w. mosley apartment 11,1285
339,1020 lincoln ave.,1890
34,214 south hewitt,1020
340,1020 lincoln ave.,1190
341,211 n. ashley,2500
342,428 ventura ct.,1575
343,2201 glencoe hills,1529
347,olde engligh circle,1250
348,liberty pointe drive,2100
349,pepperidge trail,2300
35,214 south hewitt,860
350,dufree,1300
351,oak pointe,3200
352,academy,3000
355,birch hollow drive,1029
356,2960 birch hollow dr,1209
357,birch hollow drive,1179
359,birch hollow drive,1179
360,2960 birch hollow dr,1009
361,1005 maiden lane,1499
362,schooner cove boulevard,979
363,1550 brookfield,1579
364,leslie circle,1269
365,3089 woodland hills dr,959
371,twin lakes drive,939
374,3089 woodland hills dr,1249
375,3089 woodland hills dr,939
376,1355 s. winter st.,830
377,2911 bynan dr.,989
378,1984 traver rd,1229
379,south main street,2000
380,1980 pauline boulevard,1189
383,1550 brookfield,1579
384,1980 pauline boulevard,1149
386,140 lauff drive,1030
387,3050 birch hollow dr,1150
388,2960 international drive,969
389,leslie circle,1879
39,3089 woodland hills dr,1249
390,roundtree blvd,939
391,1980 pauline boulevard,1189
392,101 lake village,2251
393,2911 bynan,899
394,leslie circle,1269
395,1550 brookfield,1549
396,11551 quirk rd,1095
397,2201 glencoe hills,2179
398,w liberty,1499
399,2201 glencoe hills,1529
4,1505 natalie lane,1185
40,pauline,1149
400,2201 glencoe hills,1149
402,stadium blvd,1199
403,1505 natalie lane,1215
404,stadium blvd,1199
405,3100 s. winter st.,835
406,1315 oak valley drive,1420
407,11551 quirk rd,865
408,3089 woodland hills dr,939
409,golfside,895
41,2973 west clark rd,1374
410,4685 hunt club dr.,1250
411,11551 quirk rd,1210
412,554 s 5th ave,1499
413,schooner cove blvd.,979
414,525 fairbrook,900
415,3089 woodland hills dr,1249
416,2345 woodridge way,1109
417,woodridge way,939
418,birch hollow drive,1029
419,1700 s west ave,855
42,pauline,1219
420,2045 commerce blvd,1049
421,2045 commerce blvd,1049
422,2045 commerce blvd,1049
423,1005 maiden lane,1499
424,1005 maiden lane,1499
425,2345 woodridge way,919
426,stadium blvd,1199
427,3089 woodland hills dr,939
428,2501 keystone ln,840
429,2501 keystone ln,840
430,1005 maiden lane,1359
431,518 e william st,3795
432,2501 keystone ln,1065
433,2501 keystone ln,1065
434,3050 birch hollow dr,1150
437,1980 pauline boulevard,1149
438,1519 abbott,1650
44,pauline,1149
444,2345 woodridge way,1109
445,pauline blvd,1209
446,w liberty,1389
447,600 hidden valley club drive,1110
449,727 e kingsley st,1645
45,"1645 n maple rd # 309, ann arbor, mi",750
450,275 harbor way,1499
451,emmet,875
452,emmet,1200
453,955 sumpter road,1100
454,latson,995
455,1505 natalie lane,1380
456,1984 traver rd,1229
457,101 lake village,1952
46,2224 golfside drive,989
460,w liberty,1379
461,2820 windwood,1644
463,schooner cove boulevard,829
464,stadium blvd,1199
465,stadium blvd,1199
466,2960 birch hollow dr,1209
467,518 e william st,1825
468,2835 roundtree blvd,959
47,"1645 n maple rd # 309, ann arbor, mi",750
470,1550 brookfield,1579
472,3050 birch hollow dr,1210
473,1632 laurel bay drive,770
475,727 e kingsley st,1795
476,2960 international drive,989
478,2976 cascade drive,1155
48,"1645 n maple rd # 309, ann arbor, mi",750
481,3089 woodland hills dr,1249
482,w liberty,1389
484,3050 birch hollow dr,1150
485,125 west hoover avenue,1030
486,pauline blvd,1119
487,pauline blvd,1149
488,roundtree blvd,1079
489,727 e kingsley st,1645
491,stadium blvd,1109
493,2960 international dr.,1019
494,stadium blvd,1199
495,2960 international drive,839
496,275 harbor way,1399
498,twin lakes drive,919
499,3089 woodland hills dr,1249
500,212 stevens drive,938
501,w liberty,1619
502,birch hollow drive,1029
503,518 e william st,3495
504,1505 natalie lane,1320
505,2911 bynan dr.,899
506,w liberty,1379
507,2911 bynan dr,839
508,1984 traver rd,1379
509,518 e william st,3495
51,3008 randolph court dr.,933
510,south main street,1292
511,22250 swan road,895
512,birch hollow drive,1209
514,9935 macon,650
516,1980 pauline boulevard,1249
517,3089 woodland hills dr,939
518,2960 international drive,989
519,1315 oak valley dr,1285
522,roundtree blvd,1039
524,205 s state st,2245
526,22250 swan road,810
53,3089 woodland hills dr,939
530,3998 audrey rae lane,1225
532,1550 brookfield,1499
533,2960 international drive,899
534,275 harbor way,1499
535,1550 brookfield dr,1359
536,3998 audrey rae lane,1165
537,3998 audrey rae ln.,1200
538,3998 audrey rae lane,1165
539,3998 audrey rae lane,1165
540,3998 audrey rae lane,1165
541,600 hidden valley club drive,1450
542,w liberty,1429
543,519 snyder avenue,99
544,4770 downing drive,99
545,2911 bynan,859
546,schooner cove boulevard,889
547,2120 churchill drive,199
548,727 e kingsley st,1795
549,2225 s state street,2059
551,3400 nixon rd,2731
553,1082 e chicago blvd,885
554,2960 international drive,989
555,3400 nixon rd,2003
556,1417 broadway #1,3100
557,1006 pontiac trail #1,1500
558,1427 broadway,3000
559,3400 nixon rd,1903
56,sylvan,3400
560,212 stevens dr,838
561,525 w. highland rd,921
562,2960 international dr.,1019
563,212 stevens dr,918
564,3400 nixon rd,1626
565,2960 international dr.,819
566,e prospect,800
567,3050 birch hollow dr,1150
568,e prospect,815
569,12 miles,1195
57,packard,3875
570,27883 independence st,1090
572,3400 nixon rd,1501
573,275 harbor way,1499
578,3400 nixon rd,1486
58,prospect,5775
581,twin lakes drive,909
582,1014 church st,1695
583,1863 collins ct,999
585,w liberty,1499
586,pauline blvd,1229
587,1980 pauline boulevard,1149
588,pauline blvd,1149
589,309 washtenaw,1050
591,518 e william st,1740
592,packard st,3700
593,1837 davis st,999
594,2960 international,999
595,3050 birch hollow dr,975
596,1315 oak valley drive,1340
